kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
9460;0700-0830;;MYA;Thazin Radio;BR;SEA;p;1;0112;
9460;0000-0100;;ROU;Radio Romania Int.;S;SAm;t;6;1912;3103
9460;0300-0400;;TUR;Voice of Turkey;UI;FE;e;0;;
9460;1400-1600;;USA;Brother Stair;E;WEu;/D-w;0;;
9465;1330-1400;;PHL;FEBC Manila;M;SEA;b;0;;
9465;1100-1200;;TWN;Radio Taiwan Int.;E;PHL;n;1;;
9465;1200-1300;;TWN;Radio Taiwan Int.;AM;INS;n;1;;
9465;0900-1100;;USA;WYFR Family Radio;E;PHL;/TWN-p;6;2810;1211
9465;1630-1830;;XUU;UNID Station;;ME;/D-w;6;0901;1001
9465;1630-1830;;XUU;UNID Station;;ME;/BUL-s;6;1401;1601
9470;1955-2300;;CHN;China National Radio 1;M;CHN;b;1;;
9470;2300-2400;;CHN;China National Radio 1;M;CHN;b;4;;
9470;0500-0600;;CHN;China National Radio 8;KZ;CHN;uc;1;;
9470;0000-0100;;CHN;China Radio Int.;MO;MNG;x;0;;
9470;0345-0500;;CHN;PBS Xinjiang;KZ;CHN;uc;1;;
9470;0600-0800;;CHN;PBS Xinjiang;KZ;CHN;uc;6;2810;0312
9470;0600-1150;;CHN;PBS Xinjiang;KZ;CHN;uc;1;0412;
9470;0800-1100;13567;CHN;PBS Xinjiang;KZ;CHN;uc;6;2810;0312
9470;1100-1150;;CHN;PBS Xinjiang;KZ;CHN;uc;6;2810;0312
9470;0400-0500;;D;Deutsche Welle;E;WAf;/RRW;0;;
9470;0500-0530;;D;Deutsche Welle;E;EAf;/RRW;6;2111;3103
9470;0530-0600;;D;Deutsche Welle;E;EAf;/RRW;6;2111;3103
9470;1900-2000;Sa;G;Bible Voice;E;ME;/D-n;0;;
9470;1915-1945;Su;G;Bible Voice;E;ME;/D-n;0;;
9470;1530-1545;;IND;AIR Delhi;E;SAs;a;1;;
9470;1320-0043;;IND;AIR National Channel;HI;SAs;a;1;;
9470;1430-1435;;IND;AIR National Channel;E;SAs;a;1;;
9470;1435-1500;135;IND;AIR National Channel;E;SAs;a;1;;
9470;2135-2140;;IND;AIR National Channel;E;SAs;a;1;;
9475;0700-0900;;AUS;Radio Australia;E;WOc;s;1;;
9475;0900-1000;;AUS;Radio Australia;TP;WOc;s;1;;
9475;1000-1100;SaSu;AUS;Radio Australia;E;WOc;s;1;;
9475;1000-1100;Mo-Fr;AUS;Radio Australia;TP;WOc;s;1;;
9475;1100-1300;;AUS;Radio Australia;E;EAs;s;1;;
9475;1300-1430;;AUS;Radio Australia;M;EAs;s;1;;
9475;1430-1900;;AUS;Radio Australia;E;EAs;s;1;;
9475;0100-0400;;RUS;Voice of Russia;S;SAm;/TJK;6;2810;3112
9475;1700-1745;;SWZ;Trans World Radio;SWA;EAf;;0;;
9475;1745-1815;SaSu;SWZ;Trans World Radio;SWA;EAf;;0;;
9479;1100-0100;;USA;WTWW Lebanon, TN;;NAm;L;6;2810;1711
9479;1300-2400;;USA;WTWW Lebanon, TN;;NAm;L;6;1811;3103
9480;0800-0900;Th-Tu;CHN;China National Radio 11;TB;CHN;as;1;;
9480;0900-1300;;CHN;China National Radio 11;KHA;CHN;as;1;;
9480;1300-1400;;CHN;China National Radio 11;TB;CHN;as;1;;
9480;1400-1600;;CHN;China National Radio 11;KHA;CHN;as;1;;
9480;1600-1605;;CHN;China National Radio 11;TB;CHN;as;1;;
9480;2155-0100;;CHN;China National Radio 11;TB;CHN;as;1;;
9480;0100-0200;;CHN;CNR1 Jammer;M;FE;;0;;
9480;0900-1000;Su;D;MV Baltic Radio;D;NAm;g;6;1612;3101
9480;1000-1100;Su;D;MV Baltic Radio;D;NAm;g;2;0103;
9480;2200-2300;;D;MV Baltic Radio;D;NAm;g;6;0112;0112
9480;0000-0200;4.Su;D;Radio Gloria;D;NAm;g;6;2212;3112
9480;0400-0600;4.Su;D;Radio Gloria;D;NAm;g;6;0101;3101
9480;0800-1000;1.Su;D;Radio Gloria;D;Eu;g;2;0302;
9480;0800-1000;;D;Radio Gloria;D;Eu;g;6;2402;2402
9480;1000-1100;;D;Radio Gloria;D;Eu;g;6;2810;2810
9480;1000-1200;4.Su;D;Radio Gloria;D;Eu;g;2;2511;
9480;2300-2400;;D;Radio Gloria;D;NAm;g;6;0112;0112
9480;0900-1000;Su;F;Atlantic 2000;F;Eu;/D-g;6;2511;2511
9480;0900-1000;Su;F;Atlantic 2000;F;Eu;/D-g;6;1101;1301
9480;0000-0100;Su;G;European Music Radio;E;NAm;/D-g;6;1212;1812
9480;0200-0300;Su;G;European Music Radio;E;NAm;/D-g;2;1912;3112
9480;0800-0900;Su;G;European Music Radio;E;Eu;/D-g;6;2511;1512
9480;0900-1000;3.Su;G;European Music Radio;E;Eu;/D-g;6;1512;3103
9480;1000-1200;3.Su;G;R.Geronimo Shortwave;E;Eu;/D-g;6;1702;3103
9480;0300-0500;;RUS;Voice of Russia;S;SAm;/TJK;6;0101;3103
9480;1500-1700;;RUS;Voice of Russia;SR;Eu;m;0;;
9480;1700-1800;;RUS;Voice of Russia;I;Eu;m;6;2810;3112
9480;0100-0200;;USA;Radio Free Asia;UI;FE;/KWT;0;;
9480;1500-1600;;USA;Radio Liberty;R;EEu;/D-b;6;1912;2112
9480;0200-0600;;USA;Voice of America;E;ME;/D-b;6;0711;0711
9480;0530-0630;Mo-Fr;USA;Voice of America;F;Af;/STP;0;;
9480;2000-2100;Mo-Fr;USA;Voice of America;E;ME;/D-L;0;;
9485;0330-0400;;USA;Voice of America;SO;EAf;/CVA;6;1212;3103
9485;1730-1800;Mo-Fr;USA;Voice of America;OO;EAf;/D-n;0;;
9485;1800-1900;;USA;Voice of America;AH;EAf;/D-n;0;;
9485;1900-1930;Mo-Fr;USA;Voice of America;TIG;EAf;/D-n;0;;
9490;0600-0700;;ALG;Radio Algerienne;F;WAf;o;8;;
9490;1300-1500;;CHN;China Radio Int.;BE;SAs;k;0;;
9490;1400-1500;;CHN;CNR1 Jammer;M;FE;;0;;
9490;0200-0700;;CHN;PBS Xizang;TB;CHN;t;1;;
9490;0700-0800;We-Mo;CHN;PBS Xizang;E;CHN;t;1;;
9490;0800-1000;We-Mo;CHN;PBS Xizang;TB;CHN;t;1;;
9490;0000-0200;;CLA;Radio Republica;S;CUB;/GUF;1;;
9490;2100-2300;24Dec;D;NDR Gruss an Bord;D;SAO;n;6;1312;2412
9490;2100-2300;24Dec;D;NDR Gruss an Bord;D;EAf;w;6;1312;2412
9490;1500-1600;;G;BBC;E;SAf;/AFS;6;2810;0403
9490;1500-1600;Sa;G;BBC;E;SAf;/AFS;6;0503;3103
9490;1500-1600;Su-Fr;G;BBC;E;SAf;/SEY;6;0503;3103
9490;0030-0100;;USA;Voice of America;E;FE;/PHL-t;6;2810;0503
9490;1400-1500;;USA;Voice of America;M;FE;/PHL-t;0;;
9490;1600-1700;;USA;Voice of America;BE;SAs;/PHL-t;0;;
9490;2300-2400;;USA;Voice of America;E;FE;/PHL-t;0;;
9490;2100-2200;Su-We;USA;World Harvest Radio;E;ENA;c;0;;
9490;2000-2100;;USA;WYFR Family Radio;A;NAf;/D-w;6;2810;2511
9495;1730-1830;;TUR;Voice of Turkey;S;SEu;e;0;;
9495;0130-0230;;USA;Radio Farda;FS;IRN;/D-b;6;2810;0311
9495;0230-0330;;USA;Radio Farda;FS;IRN;/D-b;6;0411;3103
9495;1500-1530;Mo;USA;Trans World Radio;BY;Eu;/AUT;0;;
9495;1500-1530;Tu-Su;USA;Trans World Radio;R;Eu;/AUT;0;;
9495;1300-1400;SaSu;USA;World Harvest Radio;E,S;SAm;c;0;;
9495;1300-1400;Mo-Fr;USA;World Harvest Radio;E,S;Car;c;0;;
9495;1400-1900;Mo-Fr;USA;World Harvest Radio;E,S;Car;c;0;;
9500;1700-2030;;AUS;Radio Australia;E;WOc;s;1;;
9500;2030-2200;;AUS;Radio Australia;E;WOc;s;1;;
9500;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;s;1;;
9500;0900-1735;;CHN;China National Radio 1;M;CHN;s;1;;
9500;1955-0600;;CHN;China National Radio 1;M;CHN;s;1;;
9500;1100-1400;;G;CVC Voice Asia;HI;SAs;/UZB;0;;
9500;0000-0200;4 Nov;HOL;Mighty KBC Radio;E;NAm;/BUL-s;6;2810;0411
9500;0330-0430;;IRN;IRIB Voice of Palestine;A;ME;s;0;;
9500;0500-0800;;SWZ;Trans World Radio;E;CAf;;0;;
9500;1630-1645;Mo,Tu;SWZ;Trans World Radio;AH;ETH;;0;;
9500;1630-1645;Fr,Sa;SWZ;Trans World Radio;KAM;ETH;;0;;
9500;1630-1700;We,Th;SWZ;Trans World Radio;OO;ETH;;0;;
9500;1645-1700;Fr,Sa;SWZ;Trans World Radio;HAD;ETH;;0;;
9500;1645-1700;Su-Tu;SWZ;Trans World Radio;OO;ETH;;0;;
9500;1700-1715;Su;SWZ;Trans World Radio;AH;ETH;;0;;
9500;1700-1730;Mo-Sa;SWZ;Trans World Radio;AH;ETH;;0;;
9500;1715-1745;Su;SWZ;Trans World Radio;OO;ETH;;0;;
9500;1730-1800;Mo-Fr;SWZ;Trans World Radio;OO;ETH;;0;;
9500;1730-1800;Sa;SWZ;Trans World Radio;AH;ETH;;0;;
9500;1800-1900;;SWZ;Trans World Radio;E;EAf;;0;;
9500;1900-2000;;USA;WYFR Family Radio;A;NAf;/D-w;6;2810;2511
9500;2000-2100;;USA;WYFR Family Radio;F;WAf;/D-w;6;2810;2511
9505;0700-2250;;B;Rádio Record;P;SAm;sr;3;;
9505;0200-0400;;CHN;Voice of Strait;M;FE;gu;1;;
9505;0400-0945;Th-Tu;CHN;Voice of Strait;M;FE;gu;1;;
9505;0530-0600;Su;CHN;Voice of Strait;E;FE;gu;1;;
9505;1500-1700;;G;BBC;E;SAs;/CYP;0;;
9505;1700-1830;;G;BBC;E;SAs;/SNG;0;;
9505;1000-0005;;PRU;Radio Tacna;S;PRU;tc;1;;
9505;0400-0700;;SDN;Voice of Sudan;A;EAf;;1;;
9505;1600-1900;;SDN;Voice of Sudan;A;EAf;;1;;
9505;2200-2300;;USA;World Harvest Radio;E;ENA;c;0;;
9505;2300-2400;Sa;USA;World Harvest Radio;E;ENA;c;0;;
9510;0700-0800;;CHN;China National Radio 8;MO;CHN;uc;1;;
9510;0510-0530;;CHN;PBS Xinjiang;MO;CHN;uc;4;;
9510;0530-0700;;CHN;PBS Xinjiang;MO;CHN;uc;1;;
9510;0800-1030;We-Mo;CHN;PBS Xinjiang;MO;CHN;uc;6;2810;0312
9510;0800-1030;;CHN;PBS Xinjiang;MO;CHN;uc;1;0412;
9510;0000-0030;;G;BBC;BR;SEA;/SNG;6;2810;1702
9510;0000-0030;;G;BBC;BR;SEA;/CYP;6;1802;3103
9510;0030-0100;;G;BBC;BE;SAs;/SNG;0;;
9510;0130-0200;;G;BBC;BE;SAs;/THA-n;0;;
9510;1330-1400;;G;BBC;BE;SAs;/OMA;0;;
9510;1400-1430;;G;BBC;HI;SAs;/OMA;0;;
9510;0900-1000;3.Sa;G;Radio City;E;Eu;/ROU-s;6;0101;3103
9510;0900-0930;Sa;I;IRRS Milano;E;Eu;/ROU-s;0;;
9510;0930-1300;Su;I;IRRS Milano;E;Eu;/ROU-s;6;2810;1712
9510;1030-1300;Su;I;IRRS Milano;E;Eu;/ROU-s;6;1812;3103
9510;0200-0300;;IRN;IRIB Voice of I.R.Iran;HI;SAs;s;0;;
9510;0300-0330;;IRN;IRIB Voice of I.R.Iran;R;CAs;s;0;;
9510;0930-1000;Sa;UN;United Nations Radio;E;Eu;/ROU-s;0;;
9515;0700-0100;;B;Rádio Marumby;P;SAm;ca;3;;
9515;1100-1200;;CHN;China Radio Int.;M;SAs;ka;0;;
9515;0900-1605;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
9515;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
9515;2030-2045;;G;Bible Voice;A;WAf;/D-n;0;;
9515;1430-1730;;IRN;IRIB Voice of I.R.Iran;A;ME;k;0;;
9515;1600-1700;;KOR;KBS World Radio;E;Eu;k;0;;
9515;1700-1900;;KOR;KBS World Radio;K;Eu;k;0;;
9515;1400-1600;;USA;Radio Liberty;R;EEu;/D-b;6;2810;2411
9515;1700-1800;;USA;Radio Liberty;BY;EEu;/D-L;0;;
9515;1800-1900;;USA;Radio Liberty;BY;EEu;/CVA;0;;
9515;1900-2000;;USA;Voice of America;E;ME;/D-L;0;;
9520;2230-2300;;CHN;China National Radio 1;M;CHN;hh;1;;
9520;0600-0950;We-Mo;CHN;PBS Nei Menggu;M;CHN;hh;1;;
9520;0950-1605;;CHN;PBS Nei Menggu;M;CHN;hh;1;;
9520;2150-2230;;CHN;PBS Nei Menggu;M;CHN;hh;1;;
9520;2300-0600;;CHN;PBS Nei Menggu;M;CHN;hh;1;;
9520;2050-2300;;CVA;Radio Vaticana;F;WAf;;6;2412;2412
9520;1330-1400;;PHL;Radio Veritas Asia;SI;SAs;p;0;;
9520;1400-1430;;PHL;Radio Veritas Asia;TAM;SAs;p;0;;
9520;0100-0200;;USA;IBB;;SAs;/CLN-i;8;;
9520;0600-0900;;USA;IBB;;IRN;/D-b;8;;
9520;0300-0400;;USA;Radio Liberty;R;EEu;/D-b;0;;
9520;0400-0500;;USA;Radio Liberty;R;EEu;/KWT;0;;
9520;0500-0600;;USA;Radio Liberty;R;EEu;/D-b;0;;
9525;1500-1600;;CHN;China Radio Int.;E;Eu;ka;0;;
9525.8;0950-1100;;INS;Voice of Indonesia;E;FE;j;1;;
9525.8;1100-1200;;INS;Voice of Indonesia;M;FE;j;1;;
9525.8;1200-1300;;INS;Voice of Indonesia;J;FE;j;1;;
9525.8;1300-1400;;INS;Voice of Indonesia;E;FE;j;1;;
9525.8;1400-1500;;INS;Voice of Indonesia;IN;FE;j;1;;
9525.8;1500-1600;irr;INS;Voice of Indonesia;M;FE;j;1;;
9525.8;1600-1700;;INS;Voice of Indonesia;A;ME;j;1;;
9525.8;1700-1800;;INS;Voice of Indonesia;S;Eu;j;1;;
9525.8;1800-1900;;INS;Voice of Indonesia;D;Eu;j;1;;
9525.8;1900-2000;;INS;Voice of Indonesia;E;Eu;j;1;;
9525.8;2000-2100;;INS;Voice of Indonesia;F;Eu;j;1;;
9525.8;2100-2200;irr;INS;Voice of Indonesia;J;Eu;j;1;;
9525;0000-0100;;ROU;Radio Romania Int.;S;VEN;g;0;;
9525;0330-0345;157;SWZ;Trans World Radio;AH;EAf;;0;;
9525;0330-0345;Tu;SWZ;Trans World Radio;OO;EAf;;0;;
9525;0330-0345;We-Th;SWZ;Trans World Radio;SID;EAf;;0;;
9530;0900-2000;;B;Rádio Transmundial;P;SAm;sm;3;;
9530;0000-0300;;CHN;China National Radio 11;TB;CHN;as;1;;
9530;0300-0400;;CHN;China National Radio 11;KHA;CHN;as;1;;
9530;0400-0600;;CHN;China National Radio 11;TB;CHN;as;1;;
9530;0600-0900;Th-Tu;CHN;China National Radio 11;TB;CHN;as;1;;
9530;0900-1030;;CHN;China National Radio 11;TB;CHN;as;1;;
9530;1030-1300;;CHN;China National Radio 11;KHA;CHN;as;5;;
9530;1000-1400;;CHN;CNR1 Jammer;M;FE;;0;;
9530;2300-2400;;ROU;Radio Romania Int.;E;J;t;0;;
9530;1600-1700;;TUR;Voice of Turkey;FS;IRN;e;0;;
9530;1000-1400;;USA;Voice of America;M;FE;/PHL-t;0;;
9530;2145-1700;;VTN;Voice of Vietnam 1;VN;VTN;m;1;;
9535;1500-1600;;CHN;China Radio Int.;NE;FE;k;0;;
9535;1800-1900;;CHN;China Radio Int.;R;CAs;/F;0;;
9535;1900-2000;;CHN;China Radio Int.;P;SAf;a;0;;
9535;2300-2400;;CHN;China Radio Int.;E;PHL;k;0;;
9535;0400-0700;;CVA;Radio Vaticana;M;FE;;6;2412;2412
9535;2300-0500;;E;Radio Exterior España;S;CAm;;0;;
9535;0700-0800;Mo-Fr;GEO;Apsua Radio Abkhazia;AB;GEO;s;1;;
9535;0800-0815;Mo-Fr;GEO;Apsua Radio Abkhazia;R;GEO;s;1;;
9535;2000-2015;;THA;Radio Thailand;D;Eu;u;0;;
9535;2030-2045;;THA;Radio Thailand;E;Eu;u;0;;
9535;2045-2115;;THA;Radio Thailand;T;Eu;u;0;;
9535;1900-2000;;USA;Adventist World Radio;A;NAf;/D-n;0;;
9535;0500-0600;;USA;Radio Liberty;TTB;EEu;/KWT;0;;
9540;1100-1200;;CHN;China Radio Int.;CA;Oc;b;0;;
9540;1200-1400;;CHN;China Radio Int.;M;FE;k;0;;
9540;0900-1100;SaSu;CHN;Firedrake;M;CHN;;1;;
9540;1100-1500;;CUB;Radio Habana Cuba;S;CAm;;6;2810;3110
9540;1200-1600;;CUB;Radio Habana Cuba;S;CAm;;2;0110;
9540;1430-1500;;G;FEBA Radio;HI;SAs;/UZB;0;;
9540;1330-1430;;IRN;IRIB Voice of I.R.Iran;J;J;k;6;2810;0812
9540;0900-1100;SaSu;TWN;Sound of Hope;M;FE;s;1;;
9540;1600-1700;;USA;Radio Liberty;UZ;CAs;/D-L;0;;
9540;1700-1800;;USA;Radio Liberty;R;EEu;/D-b;6;2810;2411
9540;1700-1800;;USA;Radio Liberty;R;EEu;/D-L;6;2511;3103
9540;2300-2400;;USA;WYFR Family Radio;M;FE;/TWN-t;6;2810;1211
9545;0000-0100;;CHN;CNR1 Jammer;M;FE;;0;;
9545;2200-2300;;CHN;CNR1 Jammer;M;FE;;0;;
9545;0100-0400;;USA;VoA Deewa Radio;PS;PAK;/D-b;6;1811;3103
9545;0000-0100;;USA;Voice of America;M;FE;/THA-u;0;;
9545;2200-2300;;USA;Voice of America;M;FE;/PHL-t;0;;
9545;0900-1100;;USA;WYFR Family Radio;M;FE;/TWN-t;6;2810;1211
9550;0000-2400;;B;R.Boa Vontade, P.Alegre;P;B;e;1;;
9550;0000-0100;;CHN;China Radio Int.;HK;SEA;k;0;;
9550;0100-0200;;CHN;China Radio Int.;AM;SEA;k;0;;
9550;1100-1600;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1400-1500;;CHN;CNR1 Jammer;M;FE;;0;;
9550;0500-0700;;CUB;Radio Habana Cuba;E;ENA;;6;1011;1011
9550;1100-1300;;CUB;Radio Habana Cuba;S;ENA;;6;2810;3110
9550;1200-1300;;CUB;Radio Habana Cuba;S;ENA;;1;0111;
9550;1800-1927;;G;FEBA Radio;A;ME;/RRW;0;;
9550;0400-0530;;USA;IBB;;IRN;/D-b;8;;
9550;1400-1500;;USA;Voice of America;M;FE;/PHL-t;0;;
9550;1500-1600;;VTN;Voice of Vietnam;VN;NAf;s;1;;
9550;1600-1630;;VTN;Voice of Vietnam;E;NAf;s;1;;
9550;1630-1700;;VTN;Voice of Vietnam;F;NAf;s;1;;
9550;2030-2100;;VTN;Voice of Vietnam;E;NAf;s;1;;
9550;2100-2130;;VTN;Voice of Vietnam;F;NAf;s;1;;
9555;1800-2300;;ARS;BSKSA 1;A;NAf;;1;;
9555;1600-1800;;CHN;China Radio Int.;A;EGY;/ALB;0;;
9555;2300-2400;;CHN;China Radio Int.;M;FE;b;0;;
9555;0430-0530;;G;Babcock Music;;NAm;/CAN;6;2810;2910
9560;0600-0700;;CHN;China National Radio 13;UI;CHN;uc;1;;
9560;1500-1600;;CHN;China Radio Int.;M;SAs;ka;0;;
9560;1900-1930;;CHN;China Radio Int.;HU;Eu;u;0;;
9560;0230-0300;;CHN;PBS Xinjiang;UI;CHN;uc;5;;
9560;0300-0600;;CHN;PBS Xinjiang;UI;CHN;uc;1;;
9560;0700-0800;;CHN;PBS Xinjiang;UI;CHN;uc;6;2810;0312
9560;0700-1200;;CHN;PBS Xinjiang;UI;CHN;uc;1;0412;
9560;0800-1100;13567;CHN;PBS Xinjiang;UI;CHN;uc;6;2810;0312
9560;1100-1200;;CHN;PBS Xinjiang;UI;CHN;uc;6;2810;0312
9560;0015-0040;Mo,Th;CVA;Radio Vaticana;UR;AFG;;0;;
9560;0040-0100;;CVA;Radio Vaticana;HI;SAs;;0;;
9560;0100-0120;;CVA;Radio Vaticana;TAM;SAs;;0;;
9560;0120-0140;;CVA;Radio Vaticana;MAL;SAs;;0;;
9560;0140-0200;;CVA;Radio Vaticana;E;SAs;;0;;
9560;0230-0300;;G;BBC;HI;SAs;/CYP;0;;
9560;2200-2230;;J;NHK Radio Japan;K;FE;;0;;
9560;2230-2250;;J;NHK Radio Japan;M;FE;;0;;
9560;0200-0230;;KOR;KBS World Radio;S;NAm;/CAN;6;2810;3110
9560;1700-1710;;PAK;Radio Pakistan;E;Eu;;0;;
9560;1710-1900;;PAK;Radio Pakistan;UR;Eu;;0;;
9560;1100-1400;;RUS;Voice of Russia;E;SEA;n;0;;
9560;1400-1500;;RUS;Voice of Russia;E;SEA;n;6;0101;3103
9565.1;0000-2400;;B;Super Rádio Deus é Amor;P;SAm;cu;1;;
9565;1500-1600;;CHN;China Radio Int.;TU;ME;/ALB;0;;
9565.5;0400-0430;246;CLA;Voice of Eritrea;TIG;ERI;/ETH-j;1;;
9565.5;1800-1830;246;CLA;Voice of Eritrea;TIG;ERI;/ETH-j;1;;
9565.5;0400-0500;135;CLA;V.o.Peace and Democracy;TIG;ERI;/ETH-j;1;;
9565.5;1800-1830;135;CLA;V.o.Peace and Democracy;TIG;ERI;/ETH-j;1;;
9565.5;1500-1530;1357;CLA;V.o.Democratic Alliance;A;EAf;/ETH-j;1;;
9565.5;1500-1530;246;CLA;V.o.Democratic Alliance;TIG;EAf;/ETH-j;1;;
9565.5;1530-1600;246;CLA;V.o.Democratic Alliance;AFA;EAf;/ETH-j;1;;
9565.5;1530-1600;135;CLA;V.o.Democratic Alliance;KUN;EAf;/ETH-j;1;;
9565.5;1530-1600;Su;CLA;V.o.Democratic Alliance;TIG;EAf;/ETH-j;1;;
9565.5;0700-0800;;ETH;Radio Ethiopia;SO;EAf;j;1;;
9565.5;1200-1300;;ETH;Radio Ethiopia;SO;EAf;j;1;;
9565.5;1300-1400;;ETH;Radio Ethiopia;AFA;EAf;j;1;;
9565.5;1400-1500;;ETH;Radio Ethiopia;A;EAf;j;1;;
9565.5;1600-1700;;ETH;Radio Ethiopia;E;EAf;j;1;;
9565.5;1700-1800;;ETH;Radio Ethiopia;F;EAf;j;1;;
9565;2100-2200;Su;USA;Adventist World Radio;CA;FE;/GUM-a;0;;
9565;2100-2200;Mo-Sa;USA;Adventist World Radio;M;FE;/GUM-a;0;;
9565;2000-2400;;USA;Radio Marti;S;CUB;g;0;;
9565;1300-1400;;USA;VoA Deewa Radio;PS;PAK;/THA-u;0;;
9565;1400-1500;;USA;VoA Deewa Radio;PS;PAK;/D-w;0;;
9570;0000-0200;;CHN;China Radio Int.;E;NAm;/ALB;0;;
9570;0200-0400;;CHN;China Radio Int.;M;NAm;/ALB;0;;
9570;1100-1200;;CHN;China Radio Int.;E;SAs;ka;0;;
9570;1200-1300;;CHN;China Radio Int.;CA;ENA;/CUB;0;;
9570;1300-1400;;CHN;China Radio Int.;E;ENA;/CUB;0;;
9570;1400-1500;;CHN;China Radio Int.;TAM;SAs;ka;0;;
9570;1600-1800;;CHN;China Radio Int.;E;SAf;b;0;;
9570;1500-1530;;CHN;CNR1 Jammer;M;FE;;0;;
9570;0100-0300;;CHN;CNR 2 China Business R.;M;CHN;q;5;;
9570;0300-0600;;CHN;CNR 2 China Business R.;M;CHN;q;1;;
9570;0600-0855;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;q;1;;
9570;0855-1000;;CHN;CNR 2 China Business R.;M;CHN;q;1;;
9570;2000-2100;Mo-Fr;E;Radio Exterior España;F;Af;;0;;
9570;0300-0630;;IRN;IRIB Voice of I.R.Iran;DR;CAs;k;0;;
9570;1830-1930;;IRN;IRIB Voice of I.R.Iran;HA;WAf;k;0;;
9570;0800-0900;;KOR;KBS World Radio;E;SEA;k;0;;
9570;0900-1100;;KOR;KBS World Radio;K;SEA;k;0;;
9570;1200-1300;;KOR;KBS World Radio;IN;INS;k;0;;
9570;1300-1400;;KOR;KBS World Radio;E;SEA;k;0;;
9570;1400-1500;;KOR;KBS World Radio;IN;INS;k;0;;
9570;1500-1530;;USA;Voice of America;UZ;CAs;/CVA;0;;
9570;2230-2300;;USA;Voice of America;E;FE;/CLN-i;6;2810;2711
9570;2230-2300;;USA;Voice of America;E;FE;/PHL-t;6;2811;3103
9575;1215-1330;;CHN;CNR1 Jammer;M;FE;;1;;
9575;1215-1330;;IND;All India Radio GOS;TB;Tib;b;1;;
9579.1;0000-0100;;MRC;Medi 1;A;NAf;n;1;;
9579.1;0100-0200;Sa-Mo;MRC;Medi 1;A;NAf;n;1;;
9579.1;0100-0200;Tu-Fr;MRC;Medi 1;F;NAf;n;1;;
9579.1;0200-0520;;MRC;Medi 1;A;NAf;n;1;;
9579.1;0520-0600;;MRC;Medi 1;F;NAf;n;1;;
9579.1;0600-0615;;MRC;Medi 1;A;NAf;n;1;;
9579.1;0615-0617;;MRC;Medi 1;F;NAf;n;1;;
9579.1;0617-0630;;MRC;Medi 1;A;NAf;n;1;;
9579.1;0630-0645;;MRC;Medi 1;F;NAf;n;1;;
9579.1;0645-0715;;MRC;Medi 1;A;NAf;n;1;;
9579.1;0715-0746;;MRC;Medi 1;F;NAf;n;1;;
9579.1;0746-0753;;MRC;Medi 1;A;NAf;n;1;;
9579.1;0753-0800;;MRC;Medi 1;F;NAf;n;1;;
9579.1;0800-0815;;MRC;Medi 1;A;NAf;n;1;;
9579.1;0815-0900;;MRC;Medi 1;F;NAf;n;1;;
9579.1;0900-0930;;MRC;Medi 1;A;NAf;n;1;;
9579.1;0930-1000;;MRC;Medi 1;F;NAf;n;1;;
9579.1;1000-1030;;MRC;Medi 1;A;NAf;n;1;;
9579.1;1030-1200;;MRC;Medi 1;F;NAf;n;1;;
9579.1;1200-1230;;MRC;Medi 1;A;NAf;n;1;;
9579.1;1230-1300;;MRC;Medi 1;F;NAf;n;1;;
9579.1;1300-1400;Fr-Su;MRC;Medi 1;A;NAf;n;1;;
9579.1;1300-1400;Mo-Th;MRC;Medi 1;F;NAf;n;1;;
9579.1;1400-1430;;MRC;Medi 1;A;NAf;n;1;;
9579.1;1430-1435;;MRC;Medi 1;F;NAf;n;1;;
9579.1;1435-1500;Fr-Su;MRC;Medi 1;A;NAf;n;1;;
9579.1;1435-1500;Mo-Th;MRC;Medi 1;F;NAf;n;1;;
9579.1;1500-1503;;MRC;Medi 1;A;NAf;n;1;;
9579.1;1503-1530;Fr-Su;MRC;Medi 1;A;NAf;n;1;;
9579.1;1503-1530;Mo-Th;MRC;Medi 1;F;NAf;n;1;;
9579.1;1530-1533;;MRC;Medi 1;F;NAf;n;1;;
9579.1;1533-1600;Fr-Su;MRC;Medi 1;A;NAf;n;1;;
9579.1;1533-1600;Mo-Th;MRC;Medi 1;F;NAf;n;1;;
9579.1;1600-1603;;MRC;Medi 1;A;NAf;n;1;;
9579.1;1603-1700;;MRC;Medi 1;F;NAf;n;1;;
9579.1;1700-1703;;MRC;Medi 1;A;NAf;n;1;;
9579.1;1703-1800;;MRC;Medi 1;F;NAf;n;1;;
9579.1;1800-1813;;MRC;Medi 1;A;NAf;n;1;;
9579.1;1813-1855;;MRC;Medi 1;F;NAf;n;1;;
9579.1;1855-1930;;MRC;Medi 1;A;NAf;n;1;;
9579.1;1930-1945;;MRC;Medi 1;F;NAf;n;1;;
9579.1;1945-2100;;MRC;Medi 1;A;NAf;n;1;;
9579.1;2100-2103;;MRC;Medi 1;F;NAf;n;1;;
9579.1;2103-2300;;MRC;Medi 1;A;NAf;n;1;;
