JCOMMOPS WMO-PLATFORM cross reference list as of 2012-09-08 for WMO number still allocated in the last 6 months (with WMO Ids that are numerical)

WMO;TELECOM ID;TELECOM SYSTEM;PTFM NAME;PTFM FAMILY;PTFM TYPE;CONTACT NAME;EMAIL;PROGRAM;ROLE;AGENCY;COUNTRY;ALLOC_DATE;DEALLOC_DATE;ARGOS_PROG
6900911;57615;ARGOS;ARGOS:57615;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-07-01;3000-01-01;2412
6900911;57615;ARGOS;ARGOS:57615;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-07-01;3000-01-01;2412
6900912;57665;ARGOS;ARGOS:57665;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900912;57665;ARGOS;ARGOS:57665;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900914;63733;ARGOS;ARGOS:63733;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-05-01;3000-01-01;2412
6900917;44924;ARGOS;ARGOS:44924;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900917;44924;ARGOS;ARGOS:44924;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900919;44927;ARGOS;ARGOS:44927;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900919;44927;ARGOS;ARGOS:44927;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900920;44977;ARGOS;ARGOS:44977;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900920;44977;ARGOS;ARGOS:44977;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900921;44874;ARGOS;ARGOS:44874;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-10-01;3000-01-01;2412
6900921;44874;ARGOS;ARGOS:44874;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-10-01;3000-01-01;2412
6900922;88412;ARGOS;ARGOS:88412;FLOAT;PFLOAT;;;;;LPO;FRA;2010-10-01;3000-01-01;2412
6900922;88412;ARGOS;ARGOS:88412;FLOAT;PFLOAT;;;;;IFREMER;FRA;2010-10-01;3000-01-01;2412
6900923;88426;ARGOS;ARGOS:88426;FLOAT;PFLOAT;;;;;IFREMER;FRA;2010-10-01;3000-01-01;2412
6900923;88426;ARGOS;ARGOS:88426;FLOAT;PFLOAT;;;;;LPO;FRA;2010-10-01;3000-01-01;2412
6900924;63736;ARGOS;ARGOS:63736;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-06-01;3000-01-01;2412
6900926;54075;ARGOS;ARGOS:54075;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-04-01;3000-01-01;2412
6900927;54074;ARGOS;ARGOS:54074;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-09-01;3000-01-01;2412
6900927;54074;ARGOS;ARGOS:54074;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-09-01;3000-01-01;2412
6900928;54072;ARGOS;ARGOS:54072;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900928;54072;ARGOS;ARGOS:54072;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900929;54071;ARGOS;ARGOS:54071;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900929;54071;ARGOS;ARGOS:54071;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900930;54068;ARGOS;ARGOS:54068;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-09-01;3000-01-01;2412
6900930;54068;ARGOS;ARGOS:54068;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-09-01;3000-01-01;2412
6900931;104998;ARGOS;ARGOS:104998;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-12-01;3000-01-01;2412
6900931;104998;ARGOS;ARGOS:104998;FLOAT;PFLOAT;;;;;LPO;FRA;2011-12-01;3000-01-01;2412
6900932;104999;ARGOS;ARGOS:104999;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900932;104999;ARGOS;ARGOS:104999;FLOAT;PFLOAT;;;;;LPO;FRA;2011-11-01;3000-01-01;2412
6900933;105000;ARGOS;ARGOS:105000;FLOAT;PFLOAT;;;;;LPO;FRA;2011-11-01;3000-01-01;2412
6900933;105000;ARGOS;ARGOS:105000;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900934;105001;ARGOS;ARGOS:105001;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900934;105001;ARGOS;ARGOS:105001;FLOAT;PFLOAT;;;;;LPO;FRA;2011-11-01;3000-01-01;2412
6900935;105002;ARGOS;ARGOS:105002;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900935;105002;ARGOS;ARGOS:105002;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900936;105003;ARGOS;ARGOS:105003;FLOAT;PFLOAT;;;;;LPO;FRA;2011-11-01;3000-01-01;2412
6900936;105003;ARGOS;ARGOS:105003;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900937;75321;ARGOS;ARGOS:75321;FLOAT;PFLOAT;;;;;LPO;FRA;2012-01-01;3000-01-01;2412
6900937;75321;ARGOS;ARGOS:75321;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-01-01;3000-01-01;2412
6900938;88395;ARGOS;ARGOS:88395;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900938;88395;ARGOS;ARGOS:88395;FLOAT;PFLOAT;;;;;LPO;FRA;2012-03-01;3000-01-01;2412
6900939;300025010214380 ;IRIDIUM;;FLOAT;PFLOAT;;;;;;;2011-03-01;3000-01-01;
6900940;44883;ARGOS;ARGOS:44883;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-05-01;3000-01-01;2412
6900941;44897;ARGOS;ARGOS:44897;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-03-01;3000-01-01;2412
6900942;44904;ARGOS;ARGOS:44904;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-05-01;3000-01-01;2412
6900944;44783;ARGOS;ARGOS:44783;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-09-01;3000-01-01;2412
6900944;44783;ARGOS;ARGOS:44783;FLOAT;PFLOAT;;;;;;;2011-09-01;3000-01-01;2412
6900946;46037;ARGOS;ARGOS:46037;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;31170
6900946;46037;ARGOS;ARGOS:46037;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;31170
6900947;82388;ARGOS3;;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-01-01;3000-01-01;2765
6900947;82388;ARGOS3;;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-01-01;3000-01-01;2765
6900952;82389;ARGOS3;;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-01-01;3000-01-01;2765
6900952;82389;ARGOS3;;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-01-01;3000-01-01;2765
6900953;88413;ARGOS;ARGOS:88413;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900953;88413;ARGOS;ARGOS:88413;FLOAT;PFLOAT;;;;;LPO;FRA;2011-11-01;3000-01-01;2412
6900954;88414;ARGOS;ARGOS:88414;FLOAT;PFLOAT;;;;;LPO;FRA;2011-11-01;3000-01-01;2412
6900954;88414;ARGOS;ARGOS:88414;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900955;300034013303990;IRIDIUM;;;;;;;;IFREMER;FRA;2012-03-01;3000-01-01;
6900955;300034013303990;IRIDIUM;;;;;;;;IFREMER;FRA;2012-03-01;3000-01-01;
6900956;300034013720500;IRIDIUM;;;;;;;;IFREMER;FRA;2012-03-01;3000-01-01;
6900956;300034013720500;IRIDIUM;;;;;;;;IFREMER;FRA;2012-03-01;3000-01-01;
6900957;105004;ARGOS;ARGOS:105004;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-06-01;3000-01-01;2412
6900957;105004;ARGOS;ARGOS:105004;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-06-01;3000-01-01;2412
6900958;105005;ARGOS;ARGOS:105005;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-03-01;3000-01-01;2412
6900958;105005;ARGOS;ARGOS:105005;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-03-01;3000-01-01;2412
6900959;105006;ARGOS;ARGOS:105006;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900959;105006;ARGOS;ARGOS:105006;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900960;105007;ARGOS;ARGOS:105007;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900960;105007;ARGOS;ARGOS:105007;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900961;88390;ARGOS;ARGOS:88390;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900961;88390;ARGOS;ARGOS:88390;FLOAT;PFLOAT;;;;;IFREMER;FRA;2011-11-01;3000-01-01;2412
6900963;300034013303990;IRIDIUM;;;;;;;;IFREMER;FRA;2012-03-01;3000-01-01;
6900963;300034013303990;IRIDIUM;;;;;;;;IFREMER;FRA;2012-03-01;3000-01-01;
6900964;300025010307880;IRIDIUM;;FLOAT;PFLOAT;;;;;;;2011-06-27;3000-01-01;
6900965;112537;ARGOS;ARGOS:112537;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900966;112538;ARGOS;ARGOS:112538;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900966;112538;ARGOS;ARGOS:112538;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900967;112534;ARGOS;ARGOS:112534;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900967;112534;ARGOS;ARGOS:112534;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900969;112539;ARGOS;ARGOS:112539;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900969;112539;ARGOS;ARGOS:112539;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900970;112540;ARGOS;ARGOS:112540;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900970;112540;ARGOS;ARGOS:112540;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900971;112541;ARGOS;ARGOS:112541;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900971;112541;ARGOS;ARGOS:112541;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900972;112542;ARGOS;ARGOS:112542;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900972;112542;ARGOS;ARGOS:112542;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900973;112543;ARGOS;ARGOS:112543;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900973;112543;ARGOS;ARGOS:112543;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900974;112544;ARGOS;ARGOS:112544;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900974;112544;ARGOS;ARGOS:112544;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6900978;114255;ARGOS;ARGOS:114255;FLOAT;PFLOAT;;;;;OGS;ITA;2012-03-01;3000-01-01;2765
6900978;114255;ARGOS;ARGOS:114255;FLOAT;PFLOAT;;;;;OGS;ITA;2012-03-01;3000-01-01;2765
6900979;114256;ARGOS;ARGOS:114256;FLOAT;PFLOAT;;;;;OGS;ITA;2012-03-01;3000-01-01;2765
6900979;114256;ARGOS;ARGOS:114256;FLOAT;PFLOAT;;;;;OGS;ITA;2012-03-01;3000-01-01;2765
6900980;114257;ARGOS;ARGOS:114257;FLOAT;PFLOAT;;;;;OGS;ITA;2005-07-01;3000-01-01;2765
6900980;114257;ARGOS;ARGOS:114257;FLOAT;PFLOAT;;;;;OGS;ITA;2005-07-01;3000-01-01;2765
6900981;114258;ARGOS;ARGOS:114258;FLOAT;PFLOAT;;;;;OGS;ITA;2012-03-01;3000-01-01;2765
6900981;114258;ARGOS;ARGOS:114258;FLOAT;PFLOAT;;;;;OGS;ITA;2012-03-01;3000-01-01;2765
6900982;114261;ARGOS;ARGOS:114261;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2765
6900982;114261;ARGOS;ARGOS:114261;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2765
6900983;114262;ARGOS;ARGOS:114262;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2765
6900983;114262;ARGOS;ARGOS:114262;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2765
6900987;107980;ARGOS;ARGOS:107980;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;31170
6900988;107981;ARGOS;ARGOS:107981;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;31170
6900993;300034013402020;IRIDIUM;;;;;;;;IFREMER;FRA;2012-03-01;3000-01-01;
6900993;300034013402020;IRIDIUM;;;;;;;;IFREMER;FRA;2012-03-01;3000-01-01;
6900994;300034013720500;IRIDIUM;;;;;;;;IFREMER;FRA;2012-03-01;3000-01-01;
6900994;300034013720500;IRIDIUM;;;;;;;;IFREMER;FRA;2012-03-01;3000-01-01;
6900995;112529;ARGOS;ARGOS:112529;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900995;112529;ARGOS;ARGOS:112529;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;2412
6900998;82422;ARGOS;ARGOS:82422;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;11903
6900998;82422;ARGOS;ARGOS:82422;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;11903
6900999;82501;ARGOS;ARGOS:82501;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;11903
6901000;114255;ARGOS;;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-02-01;3000-01-01;2765
6901000;114255;ARGOS;;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-02-01;3000-01-01;2765
6901001;44905;ARGOS;ARGOS:44905;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901001;44905;ARGOS;ARGOS:44905;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901005;46212;ARGOS;ARGOS:46212;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;31170
6901006;46227;ARGOS;ARGOS:46227;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;31170
6901007;46477;ARGOS;ARGOS:46477;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;31170
6901008;46480;ARGOS;ARGOS:46480;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;31170
6901009;46481;ARGOS;ARGOS:46481;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-03-01;3000-01-01;31170
6901010;44881;ARGOS;ARGOS:44881;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-02-01;3000-01-01;2412
6901010;44881;ARGOS;ARGOS:44881;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-02-01;3000-01-01;2412
6901011;44887;ARGOS;ARGOS:44887;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-02-01;3000-01-01;2412
6901011;44887;ARGOS;ARGOS:44887;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-02-01;3000-01-01;2412
6901012;44898;ARGOS;ARGOS:44898;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-01-01;3000-01-01;2412
6901012;44898;ARGOS;ARGOS:44898;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-01-01;3000-01-01;2412
6901015;107972;ARGOS;ARGOS:107972;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;31170
6901015;107972;ARGOS;ARGOS:107972;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;31170
6901016;107973;ARGOS;ARGOS:107973;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;31170
6901016;107973;ARGOS;ARGOS:107973;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;31170
6901019;107976;ARGOS;ARGOS:107976;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;31170
6901019;107976;ARGOS;ARGOS:107976;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;31170
6901021;112545;ARGOS;ARGOS:112545;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901021;112545;ARGOS;ARGOS:112545;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901022;112546;ARGOS;ARGOS:112546;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901022;112546;ARGOS;ARGOS:112546;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901026;117941;ARGOS;ARGOS:117941;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901026;117941;ARGOS;ARGOS:117941;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901027;117942;ARGOS;ARGOS:117942;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901027;117942;ARGOS;ARGOS:117942;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901028;117943;ARGOS;ARGOS:117943;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901028;117943;ARGOS;ARGOS:117943;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901029;117944;ARGOS;ARGOS:117944;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901029;117944;ARGOS;ARGOS:117944;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901030;117945;ARGOS;ARGOS:117945;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901030;117945;ARGOS;ARGOS:117945;FLOAT;PFLOAT;;;;;IFREMER;FRA;2012-06-01;3000-01-01;2412
6901038;300034013401030;IRIDIUM;;FLOAT;PFLOAT;;;;;OGS;ITA;2011-06-01;3000-01-01;
6901038;300034013401030;IRIDIUM;;FLOAT;PFLOAT;;;;;OGS;ITA;2011-06-01;3000-01-01;
6901039;114259;ARGOS;ARGOS:114259;FLOAT;PFLOAT;;;;;OGS;ITA;2012-02-01;3000-01-01;2765
6901039;114259;ARGOS;ARGOS:114259;FLOAT;PFLOAT;;;;;OGS;ITA;2012-02-01;3000-01-01;2765
6901040;114260;ARGOS;ARGOS:114260;FLOAT;PFLOAT;;;;;OGS;ITA;2012-03-01;3000-01-01;2765
6901040;114260;ARGOS;ARGOS:114260;FLOAT;PFLOAT;;;;;OGS;ITA;2012-03-01;3000-01-01;2765
6901041;300234011463650;IRIDIUM;;FLOAT;PFLOAT;;;;;OGS;ITA;2012-06-01;3000-01-01;
6901041;300234011463650;IRIDIUM;;FLOAT;PFLOAT;;;;;OGS;ITA;2012-06-01;3000-01-01;
6901042;300234011464640;IRIDIUM;;FLOAT;PFLOAT;;;;;OGS;ITA;2012-06-01;3000-01-01;
6901042;300234011464640;IRIDIUM;;FLOAT;PFLOAT;;;;;OGS;ITA;2012-06-01;3000-01-01;
6901047;103394;ARGOS;ARGOS:103394;FLOAT;PFLOAT;;;;;BSH;DEU;2011-04-01;3000-01-01;1895
6901048;103395;ARGOS;ARGOS:103395;FLOAT;PFLOAT;;;;;BSH;DEU;2011-04-01;3000-01-01;1895
6901049;103396;ARGOS;ARGOS:103396;FLOAT;PFLOAT;;;;;BSH;DEU;2011-04-01;3000-01-01;1895
6901050;103397;ARGOS;ARGOS:103397;FLOAT;PFLOAT;;;;;BSH;DEU;2011-04-01;3000-01-01;1895
6901051;103398;ARGOS;ARGOS:103398;FLOAT;PFLOAT;;;;;BSH;DEU;2011-04-01;3000-01-01;1895
6901052;103399;ARGOS;ARGOS:103399;FLOAT;PFLOAT;;;;;BSH;DEU;2011-04-01;3000-01-01;1895
6901053;103400;ARGOS;ARGOS:103400;FLOAT;PFLOAT;;;;;BSH;DEU;2011-04-01;3000-01-01;1895
6901054;103401;ARGOS;ARGOS:103401;FLOAT;PFLOAT;;;;;BSH;DEU;2011-04-01;3000-01-01;1895
6901055;40841;ARGOS;ARGOS:40841;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;3917
6901056;40845;ARGOS;ARGOS:40845;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;3917
6901057;40865;ARGOS;ARGOS:40865;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;3917
6901058;35978;ARGOS;ARGOS:35978;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901059;36038;ARGOS;ARGOS:36038;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901060;46355;ARGOS;ARGOS:46355;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901061;46597;ARGOS;ARGOS:46597;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901062;46972;ARGOS;ARGOS:46972;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901063;46974;ARGOS;ARGOS:46974;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901064;46976;ARGOS;ARGOS:46976;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901065;47715;ARGOS;ARGOS:47715;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901066;47716;ARGOS;ARGOS:47716;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901067;47760;ARGOS;ARGOS:47760;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901068;48917;ARGOS;ARGOS:48917;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901069;48918;ARGOS;ARGOS:48918;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901070;48925;ARGOS;ARGOS:48925;FLOAT;PFLOAT;;;;;BSH;DEU;2011-06-01;3000-01-01;1895
6901077;109124;ARGOS;ARGOS:109124;FLOAT;PFLOAT;;;;;BSH;DEU;2012-06-01;3000-01-01;1895
6901078;109125;ARGOS;ARGOS:109125;FLOAT;PFLOAT;;;;;BSH;DEU;2012-06-01;3000-01-01;1895
6901079;109126;ARGOS;ARGOS:109126;FLOAT;PFLOAT;;;;;BSH;DEU;2012-06-01;3000-01-01;1895
6901080;109127;ARGOS;ARGOS:109127;FLOAT;PFLOAT;;;;;BSH;DEU;2012-06-01;3000-01-01;1895
6901081;109128;ARGOS;ARGOS:109128;FLOAT;PFLOAT;;;;;BSH;DEU;2012-06-01;3000-01-01;1895
6901082;109129;ARGOS;ARGOS:109129;FLOAT;PFLOAT;;;;;BSH;DEU;2012-06-01;3000-01-01;1895
6901083;113904;ARGOS;ARGOS:113904;FLOAT;PFLOAT;;;;;BSH;DEU;2012-03-01;3000-01-01;1895
6901084;113905;ARGOS;ARGOS:113905;FLOAT;PFLOAT;;;;;BSH;DEU;2012-03-01;3000-01-01;1895
6901085;115920;ARGOS;ARGOS:115920;FLOAT;PFLOAT;;;;;BSH;DEU;2012-01-01;3000-01-01;1895
6901086;41138;ARGOS;ARGOS:41138;FLOAT;PFLOAT;;;;;FMRI;FIN;2011-06-01;3000-01-01;4046
6901086;41138;ARGOS;ARGOS:41138;FLOAT;PFLOAT;;;;;FMRI;FIN;2011-06-01;3000-01-01;4046
6901087;41139;ARGOS;ARGOS:41139;FLOAT;PFLOAT;;;;;FMRI;FIN;2011-06-01;3000-01-01;4046
6901087;41139;ARGOS;ARGOS:41139;FLOAT;PFLOAT;;;;;FMRI;FIN;2011-06-01;3000-01-01;4046
6901117;55670;ARGOS;ARGOS:55670;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901117;55670;ARGOS;ARGOS:55670;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901118;55671;ARGOS;ARGOS:55671;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901118;55671;ARGOS;ARGOS:55671;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901119;81219;ARGOS;ARGOS:81219;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901119;81219;ARGOS;ARGOS:81219;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901120;81218;ARGOS;ARGOS:81218;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901120;81218;ARGOS;ARGOS:81218;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901121;55669;ARGOS;ARGOS:55669;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901121;55669;ARGOS;ARGOS:55669;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901122;55674;ARGOS;ARGOS:55674;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901122;55674;ARGOS;ARGOS:55674;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901123;55675;ARGOS;ARGOS:55675;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901123;55675;ARGOS;ARGOS:55675;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901124;55678;ARGOS;ARGOS:55678;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901124;55678;ARGOS;ARGOS:55678;FLOAT;PFLOAT;;;;;UKMO;GBR;2011-06-01;3000-01-01;2274
6901125;8492;IRIDIUM;;FLOAT;PFLOAT;;;;;UKMO;GBR;2012-06-01;3000-01-01;
