# STATION_ID | OWNER | TTYPE | HULL | NAME | PAYLOAD | LOCATION | TIMEZONE | FORECAST | NOTE
#
44022|Y|2.4-meter foam hull buoy||Execution Rocks||40.880 N 73.730 W (40&#176;52'48" N 73&#176;43'48" W)|E|FZUS51.KOKX |
44023|N|3-meter discus buoy|||DACT payload|37.500 N 74.400 W (37&#176;30'0" N 74&#176;24'0" W)|E| |
44024|NC|2-meter discus buoy||Buoy N - Northeast Channel||42.312 N 65.927 W (42&#176;18'42" N 65&#176;55'36" W)|E|FZNT21.KWBC |Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a>
44025|N|3-meter discus buoy|3DV18|LONG ISLAND 33 NM South of Islip, NY|AMPS payload|40.250 N 73.167 W (40&#176;15'0" N 73&#176;10'0" W)|E|FZUS51.KOKX FZUS51.KPHI|<p><br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a></p>
44026|N|3-meter discus buoy|||DACT payload|36.000 N 73.500 W (36&#176;0'0" N 73&#176;30'0" W)|E| |
44027|N|3-meter discus buoy|3D65|Jonesport, Maine|AMPS payload|44.273 N 67.314 W (44&#176;16'21" N 67&#176;18'51" W)|E|FZUS51.KCAR FZNT21.KWBC|Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><br /><br />
44028|N|USCG Large Navigational Buoy|09|Buzzard's Bay|DACT payload|41.400 N 71.080 W (41&#176;23'60" N 71&#176;4'48" W)|E| |Caution: Right whales may be active in northeast waters year-round. NOAA recommends vessels reduce speeds below 10 knots, when consistent with safe navigation. For latest sightings, go to: <a href="http://rwhalesightings.nefsc.noaa.gov/">http://rwhalesightings.nefsc.noaa.gov/</a><br /> <br /> <br /> <br /> <br /> <br /> <p>For area forecasts and warnings, select: <a href="http://www.erh.noaa.gov/er/box/">Boston WFO</a></p>
44029|NC|2-meter discus buoy||Buoy A0102 - Mass. Bay/Stellwagen||42.520 N 70.570 W (42&#176;31'12" N 70&#176;34'12" W)|E| |Caution: Right whales may be active in northeast waters year-round. Mandatory speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the US east coast. Voluntary speed restrictions may be in effect in other areas and times. For current information on speed-restricted areas, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">&nbsp;</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a> <p>For area forecasts and warnings, select: <a href="http://www.erh.noaa.gov/er/box/">Boston WFO</a></p>
44030|NC|2-meter discus buoy||Buoy B0102 - Western Maine Shelf||43.183 N 70.418 W (43&#176;11'0" N 70&#176;25'4" W)|E|FZUS51.KGYX |Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a>
44031|NC|2-meter discus buoy||Buoy C0201 - Casco Bay||43.570 N 70.060 W (43&#176;34'12" N 70&#176;3'36" W)|E|FZUS51.KGYX |Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a>
44032|NC|2-meter discus buoy||Buoy E0104 - Central Maine Shelf||43.715 N 69.358 W (43&#176;42'53" N 69&#176;21'28" W)|E|FZUS51.KGYX |Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a>
44033|NC|2-meter discus buoy||Buoy F0103 - West Penobscot Bay||44.060 N 69.000 W (44&#176;3'36" N 69&#176;0'0" W)|E|FZUS51.KGYX |Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a>
44034|NC|2-meter discus buoy||Buoy I0103 - Eastern Maine Shelf||44.110 N 68.110 W (44&#176;6'36" N 68&#176;6'36" W)|E|FZUS51.KCAR |Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a>
44035|NC|2-meter discus buoy||Buoy J0201 - Cobscook Bay||44.890 N 67.020 W (44&#176;53'24" N 67&#176;1'12" W)|E|FZUS51.KCAR |Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a>
44036|NC|2-meter discus buoy||Buoy K0102 - Saint John||45.200 N 66.020 W (45&#176;12'0" N 66&#176;1'12" W)|E|FZUS51.KGYX |Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a>
44037|NC|2-meter discus buoy||Buoy M0102 - Jordan Basin||43.484 N 67.883 W (43&#176;29'2" N 67&#176;53'0" W)|E|FZUS51.KGYX |Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a>
44038|NC|2-meter discus buoy||Buoy L0102 - Scotian Shelf||43.633 N 66.550 W (43&#176;38'0" N 66&#176;33'0" W)|E|FZUS51.KGYX |Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href="http://rwhalesightings.nefsc.noaa.gov/">&nbsp;</a>
44039|Y|2.4-meter foam hull buoy||Central Long Island Sound||41.138 N 72.655 W (41&#176;8'15" N 72&#176;39'18" W)|E|FZUS51.KOKX |
44040|Y|Buoy||Western Long Island Sound||40.956 N 73.580 W (40&#176;57'21" N 73&#176;34'48" W)|E|FZUS51.KOKX |
44041|CB|Moored Buoy||Jamestown, VA||37.204 N 76.777 W (37&#176;12'15" N 76&#176;46'38" W)|E| |
44042|CB|Moored Buoy||Potomac, MD||38.033 N 76.336 W (38&#176;1'59" N 76&#176;20'8" W)|E| |
44043|CB|CBOS Station||Patapsco, MD||39.152 N 76.391 W (39&#176;9'7" N 76&#176;23'28" W)|E| |
44044|B|Moored Buoy||Patuxent River Buoy||38.389 N 76.526 W (38&#176;23'19" N 76&#176;31'35" W)|E| |
44052|VM|Marine Observation Buoy||Goodwin Islands||37.236 N 76.399 W (37&#176;14'11" N 76&#176;23'56" W)|E| |
44053|VM|Marine Observation Buoy||Gloucester Point||37.244 N 76.500 W (37&#176;14'40" N 76&#176;30'1" W)|E| |
44054|DW|Moored Buoy||Lower Delaware Bay Buoy||38.883 N 75.183 W (38&#176;53'0" N 75&#176;11'0" W)|E| |<p><br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a></p>
44055|DW|Moored Buoy||Central Delaware Bay||39.122 N 75.256 W (39&#176;7'20" N 75&#176;15'20" W)|E| |
44056|AC|Waverider Buoy||Duck FRF, NC||36.200 N 75.714 W (36&#176;12'0" N 75&#176;42'51" W)|E| |
44057|CB|Moored Buoy||Susquehanna, MD||39.544 N 76.075 W (39&#176;32'37" N 76&#176;4'29" W)|E| |
44058|CB|Moored Buoy||Stingray Point, VA||37.552 N 76.251 W (37&#176;33'6" N 76&#176;15'5" W)|E| |
44059|CB|Moored Buoy||Norfolk, VA||36.846 N 76.298 W (36&#176;50'44" N 76&#176;17'53" W)|E| |
44060|Y|2.4-meter foam hull buoy||Eastern Long Island Sound||41.263 N 72.067 W (41&#176;15'48" N 72&#176;4'0" W)|E|FZUS51.KOKX |
44061|CB|Moored Buoy||Upper Potomac, MD||38.785 N 77.036 W (38&#176;47'6" N 77&#176;2'8" W)|E| |
44062|CB|Moored Buoy||Gooses Reef, MD||38.556 N 76.415 W (38&#176;33'23" N 76&#176;24'53" W)|E| |
44063|CB|Buoy||Annapolis||38.963 N 76.448 W (38&#176;57'47" N 76&#176;26'51" W)|E| |
44064|CB|Moored Buoy||FIRST LANDING||36.979 N 76.043 W (36&#176;58'46" N 76&#176;2'36" W)|E| |
44065|N|3-meter discus buoy|3D46|Entrance to New York Harbor|ARES payload|40.369 N 73.703 W (40&#176;22'10" N 73&#176;42'10" W)|E|FZUS51.KOKX FZUS51.KPHI|
44066|N|3-meter discus buoy|3D17|Texas Tower #4|ARES 4.4 payload|42.175 N 36.202 W (42&#176;10'30" N 36&#176;12'6" W)|E|FZNT22.KWBC |Station 44066 went adrift on 01/09/2012 and the last report from its moored position was at 0742Z. It ceased transmitting on 2/26/12, and resumed transmitting on 7/10/12 with no position data. This buoy will be restored to service when it can be worked into the schedule. When the service date is known, it will be posted in the&nbsp;&nbsp;<a title="maintenance report" style="font-family: arial,helvetica,sans-serif; color: rgb(255, 0, 0);" href="http://www.ndbc.noaa.gov/ops.shtml">maintenance report.</a>
44067|IN|Buoy||Potomac River, Near HWY 301||38.368 N 76.996 W (38&#176;22'5" N 76&#176;59'45" W)|E| |
44070|N|1.8-meter discus buoy|18D13|Buzzards Bay MA. Offshore|WAMDAS payload|41.392 N 71.004 W (41&#176;23'33" N 71&#176;0'13" W)|E| |<p>For area forecasts and warnings, select: <a href="http://www.erh.noaa.gov/er/box/">Boston WFO</a></p><p>Met data for this area are available at <a href="http://www.ndbc.noaa.gov/station_page.php?station=buzm3">BUZM3</a>.</p><p>Station 44070 has been disestablished<a title="maintenance report" style="color: rgb(0, 0, 255); text-decoration: underline;" href="http://www.ndbc.noaa.gov/ops.shtml">&nbsp;</a></p>
44095|R|Waverider Buoy||Oregon Inlet, NC  - 192||35.750 N 75.330 W (35&#176;45'0" N 75&#176;19'48" W)|E| |
44096|R|Waverider Buoy||Cape Charles, VA - 186||37.023 N 75.810 W (37&#176;1'23" N 75&#176;48'35" W)|E| |
44097|R|Waverider Buoy||Block Island, RI  (154)||40.981 N 71.117 W (40&#176;58'52" N 71&#176;7'1" W)|E| |
44098|NH|Waverider Buoy||Jeffrey's Ledge, NH (160)||42.801 N 70.169 W (42&#176;48'3" N 70&#176;10'7" W)|E| |
44099|R|Waverider Buoy||Cape Henry, VA (147)||36.901 N 75.720 W (36&#176;54'5" N 75&#176;43'12" W)|E| |
44100|R|Waverider Buoy||Duck FRF 26m, NC (430)||36.258 N 75.591 W (36&#176;15'28" N 75&#176;35'29" W)|E| |
44137|C|Canadian NOMAD buoy||East Scotia Slope||42.230 N 62.020 W (42&#176;13'47" N 62&#176;1'12" W)|N| |
44138|C|Canadian NOMAD buoy||SW Grand Banks||44.250 N 53.633 W (44&#176;15'0" N 53&#176;38'0" W)|N| |
44139|C|Canadian NOMAD buoy||Banqureau Banks||44.240 N 57.101 W (44&#176;14'24" N 57&#176;6'5" W)|N| |
44140|C|Canadian NOMAD buoy||Tail of the Bank||42.870 N 51.470 W (42&#176;52'11" N 51&#176;28'11" W)|N| |
44141|C|Canadian NOMAD buoy||Laurentian Fan||42.990 N 57.960 W (42&#176;59'24" N 57&#176;57'36" W)|N| |
44142|C|Canadian NOMAD buoy||La Have Bank||42.500 N 64.033 W (42&#176;30'0" N 64&#176;2'0" W)|N| |
44150|C|3-meter discus buoy||La Have Bank||42.500 N 64.020 W (42&#176;30'0" N 64&#176;1'12" W)|N| |
44172|R|Waverider Buoy||Halifax Harbor, NS, Canada - 176||44.500 N 63.408 W (44&#176;30'0" N 63&#176;24'29" W)|N| |
44174|C|Buoy||Anticosti||49.060 N 60.860 W (49&#176;3'36" N 60&#176;51'36" W)|?| |
44175|C|Buoy||iles de la Madeleine||46.880 N 62.000 W (46&#176;52'48" N 62&#176;0'0" W)|?| |
44235|C|Waverider Buoy||South Ramea Island, Newfoundland (170)||47.263 N 57.341 W (47&#176;15'45" N 57&#176;20'26" W)|N| |
44251|C|Canadian NOMAD buoy||Nickerson Bank||46.440 N 53.390 W (46&#176;26'23" N 53&#176;23'24" W)|N| |
44255|C|Canadian NOMAD buoy||NE Burgeo Bank||47.270 N 57.340 W (47&#176;16'12" N 57&#176;20'24" W)|N| |
44258|C|Canadian NOMAD buoy||Halifax Harbour||44.500 N 63.400 W (44&#176;30'0" N 63&#176;24'0" W)|N| |
44401|N|2.6-meter discus buoy|2.6D76|790 NM NE of Bermuda|DART II payload|37.922 N 50.010 W (37&#176;55'21" N 50&#176;0'37" W)|?| |<p>Current station has hull 2.6D76.</p><p>Old hull 2.6D52 has gone adrift from station 44401 at 4/16/2011 and has been been renamed 444X1. Position data only can be found <a title="here" href="http://www.ndbc.noaa.gov/nws_special/444X1.txt" shape="rect">here</a>.&nbsp; </p>
44402|N|2.6-meter discus buoy|2.6D72|136NM SE of Fire Island, NY.|DART II payload|39.399 N 70.942 W (39&#176;23'58" N 70&#176;56'30" W)|?| |
44585|N|Drifting Buoy||Drifting Buoy||43.354 N 67.635 W (43&#176;21'14" N 67&#176;38'6" W)|?| |Wind speed corrected to the 10-meter height.
45001|N|3-meter discus buoy|3DV15|MID SUPERIOR 60NM North Northeast Hancock, MI|AMPS payload|48.064 N 87.777 W (48&#176;3'49" N 87&#176;46'37" W)|E| |For Great Lakes marine forecasts, select: <a href="http://www.nws.noaa.gov/om/marine/forecast.htm#glf">GREAT LAKES FORECASTS </a><br /><br /><br />
45002|N|2.4-meter discus buoy|2.4DV04|N MICHIGAN- Halfway between North Manitou and Washington Islands.|ARES payload|45.344 N 86.411 W (45&#176;20'40" N 86&#176;24'41" W)|C| |<p>For Great Lakes marine forecasts, select: <a href="http://www.nws.noaa.gov/om/marine/forecast.htm#glf">GREAT LAKES FORECASTS</a></p>
45003|N|2.4-meter discus buoy|2.4DV03|N HURON 37NM Northeast of Alpena, MI|ARES payload|45.351 N 82.840 W (45&#176;21'3" N 82&#176;50'23" W)|E| |<p>For Great Lakes marine forecasts, select: <a href="http://www.nws.noaa.gov/om/marine/forecast.htm#glf">GREAT LAKES FORECASTS</a></p><br />
45004|N|2.4-meter discus buoy|2.4DV05|78NM Northeast of Marquette, MI|ARES payload|47.584 N 86.587 W (47&#176;35'3" N 86&#176;35'12" W)|E| |For Great Lakes marine forecasts, select: <a href="http://www.nws.noaa.gov/om/marine/forecast.htm#glf">GREAT LAKES FORECASTS</a>
45005|N|3-meter discus buoy|3DV22|W ERIE 28NM Northwest of Cleveland, OH|AMPS payload|41.677 N 82.398 W (41&#176;40'36" N 82&#176;23'54" W)|E| |For Great Lakes marine forecasts, select: <a href="http://www.nws.noaa.gov/om/marine/forecast.htm#glf">GREAT LAKES FORECASTS</a><br />
45006|N|3-meter discus buoy|3DV20|W SUPERIOR 48NM North of Ironwood, MI|AMPS payload|47.335 N 89.793 W (47&#176;20'5" N 89&#176;47'34" W)|C| |<p>For Great Lakes marine forecasts, select: <a href="http://www.nws.noaa.gov/om/marine/forecast.htm#glf">GREAT LAKES FORECASTS</a></p><p><a title="maintenance report" href="http://www.ndbc.noaa.gov/ops.shtml"><br /></a></p>
45007|N|3-meter discus buoy|3DV19|S MICHIGAN 43NM East Southeast of Milwaukee, WI|AMPS payload|42.674 N 87.026 W (42&#176;40'25" N 87&#176;1'34" W)|C| |For Great Lakes marine forecasts, select: <a href="http://www.nws.noaa.gov/om/marine/forecast.htm#glf">GREAT LAKES FORECASTS</a><br /><br /><br /><p><a title="maintenance report" href="http://www.ndbc.noaa.gov/ops.shtml"><br /></a></p><br />
45008|N|3-meter discus buoy|3D41|S HURON 43NM East of Oscoda, MI|ARES 4.4 payload|44.283 N 82.416 W (44&#176;17'0" N 82&#176;24'59" W)|E| |For Great Lakes marine forecasts, select: <a href="http://www.nws.noaa.gov/om/marine/forecast.htm#glf">GREAT LAKES FORECASTS</a><br /><br /><br />
45009|N|3-meter discus buoy|||DACT payload|41.600 N 82.000 W (41&#176;36'0" N 82&#176;0'0" W)|E| |
45010|N|2.4-meter discus buoy|||DACT payload|43.000 N 87.800 W (43&#176;0'0" N 87&#176;47'60" W)|E| |
45011|N|3-meter discus buoy|02|Grand Haven Michigan|VEEP payload|43.020 N 86.270 W (43&#176;1'12" N 86&#176;16'12" W)|E| |
45012|N|2.4-meter foam hull buoy|2.4DV06|Lake Ontario Buoy - 20NM North Northeast of Rochester, NY|ARES payload|43.619 N 77.405 W (43&#176;37'9" N 77&#176;24'18" W)|E| |<p>For Great Lakes marine forecasts, select: <a href="http://www.nws.noaa.gov/om/marine/forecast.htm#glf">GREAT LAKES FORECASTS</a></p><p><br /><a title="maintenance report" href="http://www.ndbc.noaa.gov/ops.shtml">&nbsp;</a></p><p><a title="maintenance report" href="http://www.ndbc.noaa.gov/ops.shtml"><br /></a></p>
45013|WM|Buoy||Atwater Park, WI||43.098 N 87.850 W (43&#176;5'54" N 87&#176;50'59" W)|C| |
45014|WM|Buoy||Central Green Bay, WI||44.795 N 87.759 W (44&#176;47'41" N 87&#176;45'32" W)|C| |
45015|CH|Buoy||Calumet Beach||41.714 N 87.527 W (41&#176;42'52" N 87&#176;31'38" W)|C| |
45016|CH|Buoy||Sixth-third St Beach||41.783 N 87.573 W (41&#176;46'58" N 87&#176;34'23" W)|| |
45017|CH|Buoy||Oak St Beach||41.903 N 87.622 W (41&#176;54'12" N 87&#176;37'20" W)|C| |
45018|CH|Buoy||Montrose Ave Beach||41.968 N 87.637 W (41&#176;58'4" N 87&#176;38'14" W)|C| |
45019|CH|Buoy||Foster Ave. Beach||41.979 N 87.649 W (41&#176;58'45" N 87&#176;38'55" W)|C| |
45020|MI|Moored Buoy||Grand Traverse Bay Observing System Station 1||44.789 N 85.604 W (44&#176;47'20" N 85&#176;36'16" W)|E| |For Great Lakes marine forecasts, select:<a href="http://www.nws.noaa.gov/om/marine/forecast.htm#glf"> GREAT LAKES FORECASTS.</a>
45021|MI|Moored Buoy||Traverse Bay #3, MI||45.048 N 85.493 W (45&#176;2'53" N 85&#176;29'35" W)|E| |
45022|MI|Moored Buoy||Little Traverse Bay, MI||45.403 N 85.088 W (45&#176;24'11" N 85&#176;5'16" W)|E| |
45023|MT|Moored Buoy||Portage Canal||47.279 N 88.611 W (47&#176;16'44" N 88&#176;36'38" W)|E| |
45024|MI|Moored Buoy||Ludington, MI||43.977 N 86.560 W (43&#176;58'36" N 86&#176;33'36" W)|E| |
45025|MT|Buoy||South Entrance to Keweenaw Waterway, MI||46.950 N 88.409 W (46&#176;57'1" N 88&#176;24'34" W)|C| |
45026|LT|Buoy||St. Joseph, MI||41.983 N 86.617 W (41&#176;58'57" N 86&#176;37'0" W)|E| |
45027|MN|Buoy||North of Duluth, MN||46.864 N 91.929 W (46&#176;51'52" N 91&#176;55'45" W)|C| |
45028|MN|||Western Lake Superior||46.812 N 91.835 W (46&#176;48'42" N 91&#176;50'6" W)|C| |
45029|LT|Buoy||Holland, MI||42.801 N 86.264 W (42&#176;48'2" N 86&#176;15'51" W)|E| |
45132|C|Canadian NOMAD buoy||Port Stanley||42.470 N 81.220 W (42&#176;28'12" N 81&#176;13'12" W)|E| |
45135|C|Canadian NOMAD buoy||Prince Edward Pt||43.790 N 76.870 W (43&#176;47'24" N 76&#176;52'12" W)|E| |
45136|C|Canadian NOMAD buoy||Slate Island||48.530 N 86.950 W (48&#176;31'48" N 86&#176;57'0" W)|E| |
45137|C|Canadian NOMAD buoy||Georgian Bay||45.540 N 81.010 W (45&#176;32'24" N 81&#176;0'36" W)|E| |
45138|C|Canadian NOMAD buoy||Mount Louis||49.540 N 65.760 W (49&#176;32'23" N 65&#176;45'36" W)|E| |
45139|C|Canadian NOMAD buoy||West Lake Ontario - Grimsby||43.260 N 79.540 W (43&#176;15'36" N 79&#176;32'24" W)|E| |
45140|C|Canadian NOMAD buoy||Lake Winnipeg S. Basin||50.790 N 96.730 W (50&#176;47'23" N 96&#176;43'48" W)|C| |
45142|C|Canadian NOMAD buoy||Port Colborne||42.740 N 79.290 W (42&#176;44'24" N 79&#176;17'24" W)|E| |
45143|C|||South Georgian Bay||44.940 N 80.630 W (44&#176;56'24" N 80&#176;37'48" W)|E| |
45144|C|Canadian NOMAD buoy||Lake Winnipeg North||53.230 N 98.290 W (53&#176;13'47" N 98&#176;17'24" W)|C| |
45145|C|Canadian NOMAD buoy||Lake Winnipeg Narrows||51.867 N 96.970 W (51&#176;52'0" N 96&#176;58'11" W)|C| |
45147|C|Canadian NOMAD buoy||Lake St Clair||42.430 N 82.680 W (42&#176;25'48" N 82&#176;40'48" W)|E| |
45148|C|Canadian NOMAD buoy||Lake of the Woods||49.660 N 94.520 W (49&#176;39'35" N 94&#176;31'11" W)|C| |
45149|C|Canadian NOMAD buoy||Southern Lake Huron||43.540 N 82.070 W (43&#176;32'23" N 82&#176;4'12" W)|E| |
45151|C|Canadian NOMAD buoy||Lake Simcoe||44.500 N 79.370 W (44&#176;30'0" N 79&#176;22'12" W)|E| |
45152|C|Canadian NOMAD buoy||Lake Nipissing||46.230 N 79.720 W (46&#176;13'48" N 79&#176;43'12" W)|E| |
45154|C|Canadian NOMAD buoy||North Channel East||46.050 N 82.640 W (46&#176;3'0" N 82&#176;38'24" W)|E| |
45159|C|Canadian NOMAD buoy||NW Lake Ontario Ajax||43.770 N 78.980 W (43&#176;46'12" N 78&#176;58'48" W)|E| |
45160|C|Canadian NOMAD buoy||16-Mile Creek||43.417 N 79.633 W (43&#176;25'1" N 79&#176;38'0" W)|E| |Experimental buoy no longer operating.
45161|G|Buoy||Muskegon, MI||43.179 N 86.336 W (43&#176;10'43" N 86&#176;20'11" W)|E| |
45162|G|Buoy||Alpena, MI||44.984 N 83.269 W (44&#176;59'3" N 83&#176;16'7" W)|E| |
45163|G|Buoy||Saginaw Bay, MI||43.988 N 83.599 W (43&#176;59'17" N 83&#176;35'56" W)|E| |
45164|G|Buoy||Cleveland, OH||41.734 N 81.698 W (41&#176;44'1" N 81&#176;41'54" W)|E| |
46001|N|6-meter NOMAD buoy|6N25|GULF OF AK 175NM South East of Kodiak, AK|ARES 4.4 payload|56.304 N 147.920 W (56&#176;18'16" N 147&#176;55'13" W)|A|FZAK61.PAFC |
46002|N|3-meter discus buoy|3D30|OREGON - 275NM West of Coos Bay OR|AMPS payload|42.589 N 130.474 W (42&#176;35'21" N 130&#176;28'28" W)|P|FZPN25.KWBC |
46003|N|6-meter NOMAD buoy| 21|S ALEUTIANS|DACT payload|51.831 N 155.850 W (51&#176;49'53" N 155&#176;51'1" W)|A| |Buoy 46003 disestablished in 1999.  Buoy 46066 was established nearby.
46004|C|Canadian NOMAD buoy||Middle Nomad||50.930 N 136.100 W (50&#176;55'47" N 136&#176;6'0" W)|P| |
46005|N|3-meter discus buoy|3D77|WASHINGTON 315NM West of Aberdeen, WA|AMPS payload|46.100 N 131.001 W (46&#176;5'59" N 131&#176;0'5" W)|P|FZPN25.KWBC |<a title="maintenance report" href="http://www.ndbc.noaa.gov/ops.shtml">&nbsp;</a><p>Station 46005 stopped transmitting 07/01/12.&nbsp;It will be restored to service when it can be worked into the schedule.&nbsp;When the service date is known, it will be posted in the <a title="maintenance report" href="http://www.ndbc.noaa.gov/ops.shtml">maintenancereport.</a></p>
46006|N|3-meter discus buoy|3D08|SE PAPA - 600NM West of Eureka, CA|ARES 4.4 payload|40.754 N 137.464 W (40&#176;45'16" N 137&#176;27'51" W)|P|FZPN01.KWBC |
46007|N|6-meter NOMAD buoy|||MVXI payload|59.200 N 152.700 W (59&#176;12'0" N 152&#176;41'60" W)|A| |(formerly eb39)
46008|N|12-meter discus buoy|||MVXII payload|57.100 N 151.700 W (57&#176;6'0" N 151&#176;42'0" W)|A| |(formerly eb72)
46009|N|6-meter NOMAD buoy|||MVXI payload|60.200 N 146.800 W (60&#176;12'0" N 146&#176;48'0" W)|A| |(formerly eb45)
46010|N|USCG Large Navigational Buoy|||GSBP payload|46.200 N 124.200 W (46&#176;12'0" N 124&#176;12'0" W)|P| |
46011|N|3-meter discus buoy|3D68|SANTA MARIA - 21 NM Northwest of Point Arguello, CA|AMPS payload|35.000 N 120.992 W (35&#176;0'0" N 120&#176;59'30" W)|P|FZUS56.KLOX FZUS56.KMTR|
