00;000;PABL;Buckland, Buckland Airport;AK;United States;4;65-58-56N;161-09-07W;;;7;;
15;117;----;Holod;;Romania;6;46-47N;022-08E;;;161;;
15;119;----;Vladeasa Mountain;;Romania;6;46-45N;022-48E;;;1848;;
15;120;LRCL;Cluj-Napoca;;Romania;6;46-47N;023-34E;46-47N;023-34E;410;413;P
15;123;----;Sarmasu;;Romania;6;46-45N;024-10E;;;401;;
15;127;----;Joseni;;Romania;6;46-42N;025-30E;;;749;;
15;132;----;Plopana;;Romania;6;46-41N;027-14E;;;251;;
15;134;----;Husi;;Romania;6;46-41N;028-04E;;;98;;
15;136;----;Chisineu Cris;;Romania;6;46-32N;021-31E;;;96;;
15;138;----;Zerind;;Romania;6;46-37N;021-31E;;;589;;
15;140;----;Steiu;;Romania;6;46-32N;022-27E;;;500;;
15;143;----;Turda;;Romania;6;46-34N;023-47E;;;430;;
15;145;LRTM;Tirgu Mures;;Romania;6;46-32N;024-32E;46-32N;024-32E;308;309;P
15;148;----;Luizi Calugara;;Romania;6;46-32N;026-50E;;;1285;;
15;150;LRBC;Bacau;;Romania;6;46-35N;026-58E;46-35N;026-59E;184;190;P
15;154;----;Vaslui;;Romania;6;46-38N;027-44E;;;116;;
15;158;----;Zarand;;Romania;6;46-24N;021-39E;;;112;;
15;159;----;Mocrea;;Romania;6;46-23N;021-49E;;;697;;
15;160;----;Doctor Petru Groza;;Romania;6;46-37N;022-25E;;;279;;
15;162;----;Cimpeni;;Romania;6;46-22N;023-03E;;;583;;
15;163;----;Baisoara;;Romania;6;46-35N;023-28E;;;1353;;
15;168;----;Odorheiu;;Romania;6;46-18N;025-18E;;;525;;
15;170;----;Miercurea Ciuc;;Romania;6;46-22N;025-44E;;;662;662;
15;174;----;Oncesti;;Romania;6;46-28N;027-15E;;;204;;
15;182;----;Gurahont;;Romania;6;46-16N;022-21E;;;179;;
15;184;----;Medias;;Romania;6;46-10N;024-21E;;;1186;;
15;189;----;Dumbraveni;;Romania;6;46-14N;024-34E;;;318;;
15;194;----;Tirgu Ocna;;Romania;6;46-17N;026-37E;;;243;;
15;197;----;Birlad;;Romania;6;46-14N;027-40E;;;172;173;P
15;199;----;Sinnicolau Mare;;Romania;6;46-05N;020-38E;;;84;;
15;200;LRAR;Arad;;Romania;6;46-12N;021-24E;46-10N;021-19E;117;118;P
15;204;----;Varadia De Mures;;Romania;6;46-01N;022-09E;;;156;;
15;206;----;Brad;;Romania;6;46-08N;022-47E;;;257;;
15;208;----;Alba Iulia;;Romania;6;46-04N;023-35E;;;253;;
15;209;----;Blaj;;Romania;6;46-11N;023-55E;;;334;334;
15;212;----;Homorod;;Romania;6;46-03N;025-16E;;;451;;
15;215;----;Baraolt;;Romania;6;46-05N;025-36E;;;508;;
15;217;----;Tirgu Secuesc;;Romania;6;46-00N;026-08E;;;568;;
15;219;----;Adjud;;Romania;6;46-06N;027-10E;;;101;;
15;221;----;Balintesti;;Romania;6;46-02N;027-55E;;;214;;
15;230;----;Deva;;Romania;6;45-53N;022-54E;45-53N;022-54E;230;231;P
15;231;----;Sebes;;Romania;6;45-58N;023-34E;;;253;;
15;235;----;Fagaras;;Romania;6;45-51N;024-59E;45-51N;024-59E;428;429;P
15;238;----;Sfintu Gheorghe;;Romania;6;45-52N;025-47E;;;525;;
15;241;----;Tulnici;;Romania;6;45-55N;026-40E;;;563;;
15;247;LRTR;Timisoara;;Romania;6;45-46N;021-15E;45-46N;021-15E;86;88;P
15;254;----;Paltinis Sibiu;;Romania;6;45-39N;023-55E;;;1454;;
15;260;LRSB;Sibiu;;Romania;6;45-48N;024-09E;45-48N;024-09E;443;444;P
15;261;----;Intorsura Buzaului;;Romania;6;45-41N;026-01E;;;707;710;
15;262;----;Lacaut Mountain;;Romania;6;45-49N;026-22E;;;1776;;
15;265;----;Tecuci;;Romania;6;45-52N;027-25E;;;61;;
15;267;----;Rauti;;Romania;6;45-40N;020-56E;;;80;;
15;270;----;Lugoj;;Romania;6;45-41N;021-55E;;;125;;
15;273;----;Piclisa;;Romania;6;45-34N;022-53E;;;381;;
15;277;----;Boita;;Romania;6;45-38N;024-15E;;;517;;
15;280;----;Vf. Omu;;Romania;6;45-27N;025-27E;;;2504;2509;P
15;287;----;Maicanesti;;Romania;6;45-30N;027-30E;;;18;;
15;289;----;Banloc;;Romania;6;45-23N;021-08E;;;82;;
15;292;LRCS;Caransebes;;Romania;6;45-25N;022-15E;;;241;242;P
15;296;----;Petrosani;;Romania;6;45-25N;023-23E;;;607;599;
15;297;----;Brezoi;;Romania;6;45-21N;024-15E;;;1346;;
15;298;----;Cozia Pass Automated Reporting Station ;;Romania;6;45-15N;024-15E;;;1640;;
15;299;----;Rucar;;Romania;6;45-24N;025-10E;;;581;;
15;300;----;Brasov;;Romania;6;45-38N;025-35E;45-42N;025-32E;538;528;
15;301;----;Fundata;;Romania;6;45-27N;025-18E;;;1380;;
15;302;----;Predeal;;Romania;6;45-30N;025-35E;45-30N;025-35E;1090;1093;
15;307;----;Rimnicu Sarat;;Romania;6;45-23N;027-03E;;;154;;
15;310;----;Galati;;Romania;6;45-30N;028-01E;45-30N;028-01E;71;72;P
15;315;----;Semenicului Mountain Range;;Romania;6;45-05N;022-05E;;;1445;;
15;316;----;Cuntu;;Romania;6;45-18N;022-31E;;;1447;;
15;317;----;Tarcu Mountain;;Romania;6;45-17N;022-32E;;;2180;;
15;319;----;Voineasa;;Romania;6;45-25N;023-57E;;;587;;
15;320;----;Paring;;Romania;6;45-23N;023-28E;;;1561;;
15;321;----;Paring Automated Reporting Station ;;Romania;6;45-21N;023-31E;;;2075;;
15;324;----;Cimpulung;;Romania;6;45-16N;025-03E;;;600;;
15;325;----;Sinaia;;Romania;6;45-21N;025-33E;;;1510;;
15;328;----;Patirlagele;;Romania;6;45-19N;026-21E;;;284;;
15;333;----;Boboc;;Romania;6;45-12N;026-58E;45-12N;026-58E;15;15;
15;335;LRTC;Tulcea;;Romania;6;45-11N;028-49E;45-11N;028-49E;4;6;
15;336;----;Gorgova;;Romania;6;45-11N;029-10E;;;3;;
15;338;----;Oravita;;Romania;6;45-02N;021-41E;;;308;309;
15;340;----;Tirgu Jiu;;Romania;6;45-02N;023-17E;;;205;206;P
15;341;----;Padesu / Apa Neagra;;Romania;6;45-01N;022-51E;;;262;;
15;344;----;Polovraci Monastery;;Romania;6;45-11N;023-48E;;;530;;
15;345;----;Dedulesti;;Romania;6;45-02N;024-32E;;;548;;
15;346;----;Rimnicu Vilcea;;Romania;6;45-06N;024-22E;;;239;237;P
15;347;----;Curtea De Arges;;Romania;6;45-08N;024-41E;;;448;;
15;349;----;Cimpina;;Romania;6;45-08N;025-44E;;;464;;
15;350;----;Buzau;;Romania;6;45-09N;026-49E;45-09N;026-49E;96;97;P
15;355;----;Faurei /= 694514 Kqyb;;Romania;6;45-04N;027-14E;;;53;;
15;356;----;Viziru;;Romania;6;45-01N;027-42E;;;20;;
15;360;----;Sulina;;Romania;6;45-09N;029-40E;45-09N;029-40E;3;9;P
15;364;----;Bozovici;;Romania;6;44-56N;022-00E;;;257;;
15;366;----;Tirgu Carbunesti;;Romania;6;44-57N;023-31E;;;177;;
15;369;----;Tirgu Logresti;;Romania;6;44-52N;023-43E;;;262;;
15;373;----;Pitesti;;Romania;6;44-51N;024-52E;;;315;;
15;375;----;Tirgoviste;;Romania;6;44-56N;025-26E;;;296;297;
15;377;----;Ploiesti;;Romania;6;44-57N;026-00E;;;177;178;P
15;387;----;Sfintu Gheorghe;;Romania;6;44-54N;029-26E;;;1;;
15;388;----;Moldova Veche;;Romania;6;44-43N;021-37E;;;82;;
15;389;----;Berzasca;;Romania;6;44-39N;021-57E;;;68;;
15;395;----;Dragasani;;Romania;6;44-39N;024-16E;;;280;;
15;402;----;Urziceni;;Romania;6;44-43N;026-38E;;;62;;
15;405;----;Grivita;;Romania;6;44-45N;027-18E;;;50;51;P
15;406;----;Hirsova;;Romania;6;44-41N;027-56E;;;38;;
15;408;----;Corugea;;Romania;6;44-44N;028-20E;;;220;;
15;409;----;Umirea;;Romania;6;44-46N;028-53E;;;37;38;
15;410;----;Drobeta Tr. Severin;;Romania;6;44-38N;022-38E;44-38N;022-38E;77;79;P
15;412;----;Biclesu;;Romania;6;44-27N;023-08E;;;314;;
15;416;----;Stolnici;;Romania;6;44-34N;024-47E;;;209;;
15;419;----;Titu;;Romania;6;44-39N;025-32E;;;159;;
15;420;LRBS;Bucuresti / Imh;;Romania;6;44-30N;026-08E;44-30N;026-08E;90;91;P
15;421;LROP;Bucuresti Otopeni;;Romania;6;44-33N;026-06E;;;95;95;
15;422;----;Bucharest / Filaret;;Romania;6;44-25N;026-05E;;;82;;
15;423;----;Dilga;;Romania;6;44-27N;026-58E;;;51;;
15;424;----;Fundulea;;Romania;6;44-28N;026-31E;;;67;;
15;425;----;Solacolu;;Romania;6;44-23N;026-34E;;;52;;
15;429;----;Sarulesti;;Romania;6;44-25N;026-39E;;;88;;
15;434;----;Gurbanesti;;Romania;6;44-23N;026-42E;;;177;;
15;443;----;Dor Marunt;;Romania;6;44-27N;026-55E;;;40;;
15;444;----;Fetesti;;Romania;6;44-22N;027-51E;;;58;61;
15;450;LRCV;Craiova;;Romania;6;44-14N;023-52E;44-14N;023-52E;192;195;P
15;455;----;Videle;;Romania;6;44-17N;025-31E;;;108;;
15;460;----;Calarasi;;Romania;6;44-12N;027-21E;;;19;20;P
15;462;----;Medgidia;;Romania;6;44-15N;028-17E;;;67;;
15;465;----;Bailesti;;Romania;6;44-01N;023-21E;;;58;;
15;469;----;Caracal;;Romania;6;44-07N;024-21E;;;107;;
15;470;----;Rosiori De Vede;;Romania;6;44-07N;025-00E;;;102;103;P
15;475;----;Chiriac;;Romania;6;44-03N;025-46E;;;16;;
15;476;----;Greaca;;Romania;6;44-07N;026-20E;;;4;;
15;477;----;Oltenita;;Romania;6;44-05N;026-38E;;;32;;
15;479;----;Adamclisi;;Romania;6;44-05N;027-57E;;;158;;
15;480;----;Constanta;;Romania;6;44-13N;028-38E;44-13N;028-38E;13;14;P
15;481;LRCK;Kogalniceanu;;Romania;6;44-20N;028-26E;;;97;102;
15;482;----;Calafat;;Romania;6;43-59N;022-57E;;;68;68;
15;489;----;Alexandria;;Romania;6;43-59N;025-20E;;;76;;
15;490;----;Turnu Magurele;;Romania;6;43-45N;024-53E;43-45N;024-53E;31;31;P
15;491;----;Giurgiu;;Romania;6;43-52N;025-57E;;;24;24;
15;494;----;Bechet;;Romania;6;43-46N;023-57E;;;40;;
15;499;----;Mangalia;;Romania;6;43-49N;028-35E;;;6;9;
15;501;----;Novo Selo;;Bulgaria;6;44-10N;022-48E;;;36;38;P
15;502;----;Vidin;;Bulgaria;6;43-49N;022-53E;;;31;33;
15;505;----;Vratza;;Bulgaria;6;43-12N;023-32E;;;308;310;
15;507;----;Montana;;Bulgaria;6;43-25N;023-13E;;;202;204;
15;511;----;Lom;;Bulgaria;6;43-49N;023-15E;;;32;33;P
15;514;----;Oryahovo;;Bulgaria;6;43-41N;023-58E;;;29;31;P
15;525;----;Lovetch;;Bulgaria;6;43-08N;024-43E;;;220;221;
15;526;----;Pleven;;Bulgaria;6;43-25N;024-36E;;;71;;
15;530;----;Veliko Tarnovo;;Bulgaria;6;43-05N;025-39E;;;217;218;
15;533;----;Svichtov;;Bulgaria;6;43-37N;025-21E;;;24;26;
15;535;LBRS;Rousse;;Bulgaria;6;43-51N;025-57E;;;37;45;P
15;549;----;Razgrad;;Bulgaria;6;43-31N;026-32E;;;345;347;
15;550;----;Silistra;;Bulgaria;6;44-07N;027-51E;;;16;16;P
15;552;LBWN;Varna;;Bulgaria;6;43-12N;027-55E;;;41;43;P
15;561;----;Shabla;;Bulgaria;6;43-32N;028-32E;;;27;28;
15;562;----;Kaliakpa;;Bulgaria;6;43-22N;028-28E;;;63;64;
15;600;----;Mourgash;;Bulgaria;6;42-50N;023-40E;;;1687;1692;
15;601;----;Kustendil;;Bulgaria;6;42-16N;022-46E;;;522;527;P
15;605;----;Dragoman;;Bulgaria;6;42-56N;022-56E;;;714;716;
15;613;----;Cherni Vrah Top / Sommet ;;Bulgaria;6;42-35N;023-16E;;;2286;2292;P
15;614;LBSF;Sofia Observ. ;;Bulgaria;6;42-39N;023-23E;42-39N;023-23E;586;595;P
15;615;----;Mussala Top / Sommet ;;Bulgaria;6;42-11N;023-35E;;;2925;2927;P
15;625;LBPD;Plovdiv;;Bulgaria;6;42-08N;024-45E;;;179;185;P
15;627;----;Botev Vrah Top / Sommet ;;Bulgaria;6;42-40N;024-50E;;;2384;2389;P
15;628;----;Ivailo;;Bulgaria;6;42-13N;024-20E;;;213;214;
15;635;----;Chirpan;;Bulgaria;6;42-12N;025-20E;;;173;178;
15;640;----;Sliven;;Bulgaria;6;42-40N;026-19E;;;257;;
15;642;----;Elhovo;;Bulgaria;6;42-51N;026-34E;;;138;139;
15;655;LBBG;Burgas;;Bulgaria;6;42-29N;027-29E;;;16;28;P
15;661;----;Achtopol;;Bulgaria;6;42-06N;027-51E;;;18;19;
15;712;----;Sandanski;;Bulgaria;6;41-31N;023-16E;;;206;207;P
15;725;----;Snejanka Top / Sommet ;;Bulgaria;6;41-40N;024-41E;;;1923;1930;
15;730;----;Kurdjali;;Bulgaria;6;41-39N;025-22E;41-39N;025-24E;330;331;P
15;741;----;Svilengrad;;Bulgaria;6;41-46N;026-12E;;;54;55;
16;008;----;S. Valentino Alla Muta;;Italy;6;46-45N;010-32E;;;1459;1461;P
16;020;LIPB;Bolzano;;Italy;6;46-28N;011-20E;;;1459;1461;P
16;021;LIVR;Passo Rolle;;Italy;6;46-18N;011-47E;;;2004;2006;
16;022;LIVP;Paganella;;Italy;6;46-09N;011-02E;;;2125;2129;
16;033;LIVD;Dobbiaco;;Italy;6;46-44N;012-13E;;;1222;1226;
16;036;LIPA;Aviano;;Italy;6;46-02N;012-36E;;;128;128;
16;037;LIYW;Aviano Usaf ;;Italy;6;46-02N;012-37E;;;126;;
16;040;LIVO;Tarvisio;;Italy;6;46-30N;013-35E;;;777;778;P
16;044;LIPD;Udine / Campoformido;;Italy;6;46-02N;013-11E;46-02N;013-11E;93;94;P
16;045;LIPI;Udine / Rivolto;;Italy;6;45-59N;013-02E;;;51;53;P
16;052;LIMH;Pian Rosa;;Italy;6;45-56N;007-42E;;;3480;3488;P
16;054;----;Aosta;;Italy;6;45-44N;007-21E;;;547;547;
16;059;LIMF;Torino / Caselle;;Italy;6;45-13N;007-39E;45-13N;007-39E;301;287;P
16;061;LIMK;Torino / Bric Della Croce;;Italy;6;45-02N;007-44E;;;709;710;
16;064;LIMN;Novara / Cameri;;Italy;6;45-31N;008-40E;;;178;169;
16;066;LIMC;Milano / Malpensa;;Italy;6;45-37N;008-44E;;;234;211;P
16;072;LIMO;Monte Bisbino;;Italy;6;45-52N;009-04E;;;1319;1322;
16;076;LIME;Bergamo / Orio Al Serio;;Italy;6;45-40N;009-42E;;;238;237;
16;080;LIML;Milano / Linate;;Italy;6;45-26N;009-17E;45-26N;009-17E;107;103;P
16;084;LIMS;Piacenza;;Italy;6;44-55N;009-44E;;;134;138;P
16;088;LIPL;Brescia / Ghedi;;Italy;6;45-25N;010-17E;;;102;97;
16;090;LIPX;Verona / Villafranca;;Italy;6;45-23N;010-52E;;;67;68;P
16;094;LIPT;Vicenza;;Italy;6;45-34N;011-31E;;;39;53;
16;095;----;Padova;;Italy;6;45-24N;011-51E;;;13;14;
16;098;LIPS;Treviso / Istrana;;Italy;6;45-41N;012-06E;;;45;46;
16;099;LIPH;Treviso / S. Angelo;;Italy;6;45-39N;012-11E;;;18;23;
16;101;----;Trieste;;Italy;6;45-39N;013-45E;;;8;;
16;105;LIPZ;Venezia / Tessera;;Italy;6;45-30N;012-20E;45-30N;012-20E;2;6;P
16;108;LIPQ;Ronchi Dei Legionari;;Italy;6;45-49N;013-29E;;;12;12;
16;110;LIVT;Trieste;;Italy;6;45-39N;013-45E;;;8;20;P
16;114;----;Mondovi;;Italy;6;44-23N;007-49E;;;559;560;
16;115;LIMY;Monte Malanotte;;Italy;6;44-15N;007-48E;;;1741;1742;
16;116;----;Govone;;Italy;6;44-48N;008-06E;;;300;315;
16;118;----;Novi Ligure;;Italy;6;44-46N;008-47E;;;189;187;
16;119;LIMV;Passo Dei Giovi;;Italy;6;44-38N;008-56E;;;468;475;
16;120;LIMJ;Genova / Sestri;;Italy;6;44-25N;008-51E;;;2;3;P
16;122;LIMG;Albenga;;Italy;6;44-03N;008-07E;;;45;49;
16;124;LIMT;Passo Della Cisa;;Italy;6;44-26N;009-56E;;;1039;1040;
16;125;LIQW;Sarzana / Luni;;Italy;6;44-05N;009-59E;;;9;10;
16;129;LIQP;Isola Di Palmaria;;Italy;6;44-02N;009-50E;;;192;191;
16;134;LIVC;Monte Cimone;;Italy;6;44-12N;010-42E;;;2165;2173;P
16;136;----;Passo Porretta;;Italy;6;44-01N;011-00E;;;1313;1314;
16;138;LIPF;Ferrara;;Italy;6;44-50N;011-37E;;;10;10;
16;140;LIPE;Bologna / Borgo Panigale;;Italy;6;44-32N;011-18E;44-32N;011-18E;36;49;
16;142;----;Rifredo Mugello;;Italy;6;44-03N;011-23E;;;882;887;
16;144;----;S. Pietro Capofiume Molinella Bologna ;;Italy;6;44-39N;011-37E;44-39N;011-37E;10;11;
16;146;LIVM;Punta Marina;;Italy;6;44-27N;012-18E;;;2;6;
16;147;LIPK;Forli;;Italy;6;44-12N;012-04E;;;27;32;
16;148;LIPC;Cervia;;Italy;6;44-13N;012-18E;;;6;10;
16;149;LIPR;Rimini;;Italy;6;44-02N;012-37E;;;12;13;P
16;153;LIMU;Capo Mele;;Italy;6;43-57N;008-10E;43-57N;008-10E;220;221;P
16;154;----;Imperia;;Italy;6;43-53N;008-02E;;;;54;
16;158;LIRP;Pisa / S. Giusto;;Italy;6;43-41N;010-23E;43-40N;010-23E;2;6;P
16;164;LIQV;Volterra;;Italy;6;43-24N;010-52E;;;555;575;
16;168;LIQO;Monte Argentario;;Italy;6;42-23N;011-10E;;;630;631;
16;170;LIRQ;Firenze / Peretola;;Italy;6;43-48N;011-12E;;;40;38;P
16;172;LIQB;Arezzo;;Italy;6;43-28N;011-51E;;;248;249;
16;179;LIVF;Frontone;;Italy;6;43-31N;012-44E;;;570;574;
16;181;LIRZ;Perugia;;Italy;6;43-05N;012-30E;43-05N;012-30E;208;205;P
16;191;LIPY;Falconara;;Italy;6;43-37N;013-22E;;;12;10;P
16;197;LIRJ;M. Calamita;;Italy;6;42-44N;010-24E;;;396;397;
16;204;LIQR;Radicofani;;Italy;6;42-54N;011-46E;;;816;828;
16;206;LIRS;Grosseto;;Italy;6;42-45N;011-04E;;;5;7;P
16;214;LIQJ;Civitavecchia;;Italy;6;42-02N;011-50E;;;3;4;
16;216;LIRV;Viterbo;;Italy;6;42-26N;012-03E;;;300;308;
16;219;LIRK;Monte Terminillo;;Italy;6;42-28N;012-59E;;;1874;1875;P
16;221;LIQN;Rieti;;Italy;6;42-25N;012-51E;;;389;;
16;224;LIRB;Vigna Di Valle;;Italy;6;42-05N;012-13E;;;262;266;
16;227;----;Fucino;;Italy;6;41-53N;013-35E;;;655;655;
16;228;----;Preturo;;Italy;6;42-22N;013-18E;;;665;667;
16;230;LIBP;Pescara;;Italy;6;42-26N;014-12E;42-26N;014-12E;10;11;P
16;232;LIBT;Termoli;;Italy;6;42-00N;015-00E;;;16;44;
16;234;LIRG;Guidonia;;Italy;6;42-00N;012-44E;;;88;89;
16;235;LIRU;Roma / Urbe;;Italy;6;41-57N;012-30E;;;18;24;
16;239;LIRA;Roma / Ciampino;;Italy;6;41-47N;012-35E;;;129;105;
16;240;----;Rome;;Italy;6;41-54N;012-29E;;;95;;
16;242;LIRF;Roma Fiumicino;;Italy;6;41-48N;012-14E;41-48N;012-14E;2;3;
16;243;LIRL;Latina;;Italy;6;41-33N;012-54E;;;25;26;
16;244;LIRH;Frosinone;;Italy;6;41-38N;013-18E;;;180;185;
16;245;LIRE;Pratica Di Mare;;Italy;6;41-39N;012-27E;41-39N;012-26E;6;21;
16;252;LIBS;Campobasso;;Italy;6;41-34N;014-39E;;;793;807;P
16;253;LIRM;Grazzanise;;Italy;6;41-03N;014-04E;;;9;10;
16;258;LIBE;Monte S. Angelo;;Italy;6;41-42N;015-57E;;;838;844;
16;261;LIBA;Amendola;;Italy;6;41-32N;015-43E;;;57;60;P
16;263;LIRT;Trevico;;Italy;6;41-03N;015-14E;;;1085;1093;
16;270;LIBD;Bari / Palese Macchie;;Italy;6;41-08N;016-47E;;;34;49;P
16;280;LIQZ;Ponza;;Italy;6;40-55N;012-57E;;;184;185;P
16;289;LIRN;Napoli / Capodichino;;Italy;6;40-51N;014-18E;40-53N;014-18E;88;72;P
16;294;LIQC;Capri;;Italy;6;40-33N;014-12E;;;160;161;
16;300;LIBZ;Potenza;;Italy;6;40-38N;015-48E;40-38N;015-48E;823;843;P
16;310;LIQK;Capo Palinuro;;Italy;6;40-01N;015-17E;;;184;185;P
16;312;LIBV;Gioia Del Colle;;Italy;6;40-46N;016-56E;;;345;350;
16;316;LIBU;Latronico;;Italy;6;40-05N;016-01E;;;888;896;
16;320;LIBR;Brindisi;;Italy;6;40-39N;017-57E;40-39N;017-57E;15;10;P
16;324;LIBG;Grottaglie;;Italy;6;40-31N;017-24E;;;64;69;
16;325;LIBH;Marina Di Ginosa;;Italy;6;40-26N;016-53E;;;2;12;P
16;332;LIBN;Lecce;;Italy;6;40-14N;018-09E;;;48;61;
16;337;LIBW;Bonifati;;Italy;6;39-35N;015-53E;39-35N;015-53E;484;485;
16;344;LIBQ;Monte Scuro;;Italy;6;39-20N;016-24E;;;1710;1720;
16;350;LIBC;Crotone;;Italy;6;39-00N;017-04E;;;155;161;P
16;360;LIBY;S. Maria Di Leuca;;Italy;6;39-49N;018-21E;;;104;112;P
16;362;LICA;Lamezia Terme;;Italy;6;38-54N;016-15E;;;15;;P
16;400;LICU;Ustica;;Italy;6;38-42N;013-11E;38-42N;013-11E;250;251;P
16;405;LICJ;Palermo / Punta Raisi;;Italy;6;38-11N;013-06E;38-11N;013-06E;21;21;P
16;410;LICP;Palermo Boccadifalco;;Italy;6;38-06N;013-18E;;;107;117;
16;415;----;Isola Di Salina;;Italy;6;38-35N;014-52E;;;46;46;
16;420;LICF;Messina;;Italy;6;38-12N;015-33E;38-12N;015-33E;59;51;P
16;422;LICR;Reggio Calabria;;Italy;6;38-04N;015-39E;;;11;21;
16;429;LICT;Trapani / Birgi;;Italy;6;37-55N;012-30E;37-55N;012-30E;7;14;P
16;434;----;Prizzi;;Italy;6;37-43N;013-26E;;;1034;1035;
16;450;LICE;Enna;;Italy;6;37-34N;014-17E;;;940;965;
16;453;LICL;Gela;;Italy;6;37-05N;014-13E;;;11;33;P
16;459;LICZ;Catania / Sigonella;;Italy;6;37-24N;014-55E;;;22;22;
16;460;LICC;Catania / Fontanarossa;;Italy;6;37-28N;015-03E;37-28N;015-03E;11;17;P
16;470;LICG;Pantelleria;;Italy;6;36-49N;011-58E;36-49N;011-58E;191;170;P
16;480;LICO;Cozzo Spadaro;;Italy;6;36-41N;015-08E;;;46;51;P
16;490;LICD;Lampedusa;;Italy;6;35-30N;012-36E;;;16;20;P
16;506;LIEG;Guardiavecchia;;Italy;6;41-13N;009-24E;;;158;159;P
16;520;LIEA;Alghero;;Italy;6;40-38N;008-17E;40-38N;008-17E;23;40;P
16;522;LIEH;Capo Caccia;;Italy;6;40-34N;008-10E;40-34N;008-10E;200;204;
16;531;LIEO;Olbia / Costa Smeralda;;Italy;6;40-54N;009-31E;;;11;13;
16;538;LIEN;Fonni;;Italy;6;40-07N;009-15E;;;1022;1029;
16;539;LIEF;Capo Frasca;;Italy;6;39-45N;008-28E;;;89;95;P
16;541;LIEP;Perdasdefogu;;Italy;6;39-40N;009-26E;;;608;606;
16;542;LIEL;Capo S. Lorenzo;;Italy;6;39-30N;009-38E;;;4;5;
16;546;LIED;Decimomannu;;Italy;6;39-21N;008-58E;;;29;28;
16;548;----;Carloforte;;Italy;6;39-08N;008-19E;;;14;15;
16;549;----;Isola Di Carloforte;;Italy;6;39-08N;008-19E;;;12;12;
16;550;LIEB;Capo Bellavista;;Italy;6;39-56N;009-43E;;;138;150;P
16;560;LIEE;Cagliari / Elmas;;Italy;6;39-15N;009-04E;39-15N;009-03E;4;5;P
16;564;LIEC;Capo Carbonara;;Italy;6;39-06N;009-31E;;;116;118;
16;597;LMML;Luqa;;Malta;6;35-51N;014-29E;35-51N;014-29E;91;91;P
16;606;----;Serrai;;Greece;6;41-04N;023-34E;;;33;35;
16;613;----;Florina;;Greece;6;40-47N;021-24E;;;650;662;
16;614;LGKA;Kastoria Airport ;;Greece;6;40-27N;021-17E;;;604;;P
16;622;LGTS;Thessaloniki Airport ;;Greece;6;40-31N;022-58E;40-31N;022-58E;8;4;P
16;624;LGKV;Chrysoupoli Airport ;;Greece;6;40-59N;024-36E;;;5;5;P
16;627;LGAL;Alexandroupoli Airport ;;Greece;6;40-51N;025-55E;;;7;3;P
16;632;LGKZ;Kozani Airport ;;Greece;6;40-18N;021-47E;;;634;627;
16;641;LGKR;Kerkyra Airport ;;Greece;6;39-37N;019-55E;;;2;4;P
16;642;----;Ioannina Airport ;;Greece;6;39-42N;020-49E;;;480;483;
16;643;LGPZ;Aktion Airport ;;Greece;6;38-37N;020-46E;;;4;4;P
16;645;----;Trikala;;Greece;6;39-33N;021-46E;;;112;116;
16;648;LGLR;Larissa Airport ;;Greece;6;39-38N;022-25E;;;73;74;
16;650;LGLM;Limnos Airport ;;Greece;6;39-55N;025-14E;;;5;4;P
16;654;----;Arta Halkiades ;;Greece;6;39-10N;021-00E;;;10;11;
16;665;LGBL;Anchialos Airport ;;Greece;6;39-13N;022-48E;;;25;15;
16;667;LGMT;Mytilini Airport ;;Greece;6;39-04N;026-36E;;;3;5;P
16;672;----;Agrinion Airport ;;Greece;6;38-36N;021-21E;;;24;24;
16;674;----;Aliartos;;Greece;6;38-23N;023-06E;;;110;;
16;675;----;Lamia;;Greece;6;38-54N;022-24E;;;144;144;P
16;682;LGAD;Andravida Airport ;;Greece;6;37-55N;021-17E;;;10;14;P
16;684;----;Skyros Airport ;;Greece;6;38-58N;024-29E;;;27;28;P
16;685;LGKF;Kefalhnia Airport ;;Greece;6;38-07N;020-30E;;;19;22;
16;687;LGRX;Araxos Airport ;;Greece;6;38-09N;021-25E;38-10N;021-25E;11;12;
16;689;----;Patrai;;Greece;6;38-15N;021-44E;;;1;3;
16;699;LGTG;Tanagra Airport ;;Greece;6;38-19N;023-32E;;;148;140;
16;701;----;Athinai Filadelfia ;;Greece;6;38-03N;023-40E;;;136;138;
16;706;LGHI;Chios Airport ;;Greece;6;38-20N;026-08E;;;5;4;P
16;710;LGTP;Tripolis Airport;;Greece;6;37-32N;022-24E;;;644;652;
16;715;LGTT;Tatoi;;Greece;6;38-06N;023-47E;;;239;235;
16;716;LGAT;Athinai Airport ;;Greece;6;37-54N;023-44E;37-54N;023-44E;28;15;P
16;717;----;Piraeus;;Greece;6;37-59N;023-34E;;;2;2;
16;718;LGEL;Elefsis Airport ;;Greece;6;38-04N;023-33E;;;44;31;
16;723;LGSM;Samos Airport ;;Greece;6;37-42N;026-55E;;;2;7;
16;726;LGKL;Kalamata Airport ;;Greece;6;37-04N;022-01E;;;6;8;
16;732;----;Naxos;;Greece;6;37-06N;025-23E;;;9;9;P
16;734;----;Methoni;;Greece;6;36-50N;021-42E;36-50N;021-42E;33;34;P
16;738;----;Milos;;Greece;6;36-43N;024-27E;;;182;183;P
16;742;LGKO;Kos Airport ;;Greece;6;36-47N;027-04E;;;129;;P
